Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel Type,Emission standard,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Fuel tank capacity,Dimensions,Length,Width,Height,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (manual transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Tires size,Wheel rims size,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Kerb Weight,Max. weight,Max load,Trunk (boot) space - minimum,Wheelbase,Minimum turning circle (turning diameter),Assisting systems,Power steering,Engine location,Fuel consumption (economy) - combined,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Electric cars and hybrids specs,Gross battery capacity,Electric motor 1,Electric motor power,Electric motor Torque,System power,System torque,Internal combustion engine specs,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Valvetrain,Engine systems,Number of Gears (automatic transmission),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Acceleration 0 - 60 mph,Trunk (boot) space - maximum,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Width with mirrors folded,Front overhang,Rear overhang,Ride height (ground clearance),Drag coefficient (Cd),Approach angle,Departure angle,Ramp angle,Wading depth,Steering type,AdBlue tank,All-electric range (WLTP),Engine oil capacity,Oil viscosity,Coolant,Max. roof load,Permitted towbar download,Width including mirrors,Climb angle,Max speed (electric),All-electric range,Electric motor 2,Average Energy consumption (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Maximum engine speed,All-electric range (NEDC),Average Energy consumption (NEDC)
Jeep,Grand Cherokee,Grand Cherokee IV (WK2 facelift 2013),3.0 CRD (250 Hp) 4WD Automatic,2013 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,9.3 l/100 km  25.29 US mpg30.37 UK mpg10.75 km/l,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,Diesel,Euro 5,Engine specs,250 Hp @ 4000 rpm.,83.7 Hp/l,570 Nm @ 2000 rpm.  420.41 lb.-ft. @ 2000 rpm.,,2987 cm3 182.28 cu. in.,6,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4828 mm  190.08 in.,1943 mm  76.5 in.,1802 mm  70.94 in.,1628 mm  64.09 in.,1634 mm  64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,265/60 R18; 265/50 R20,8J x 18; 8J x 20,202 km/h  125.52 mph,"9.6 kg/Hp, 104 Hp/tonne","4.2 kg/Nm, 237.2 Nm/tonne",2403-2522 kg  5297.71 - 5560.06 lbs.,2949 kg  6501.43 lbs.,427-546 kg  941.37 - 1203.72 lbs.,457 l  16.14 cu. ft.,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,198 g/km,8.2 sec,8.2 sec,7.8 sec,,,,,,,,,V-engine,83 mm  3.27 in.,92 mm  3.62 in.,15.5,DOHC,Particulate filter,8,,,,1554 l  54.88 cu. ft.,3500 kg  7716.18 lbs.,,,,,218 mm  8.58 in.,0.37,26.3°,26.5°,18.8°,,Steering rack and pinion,,,7.8 l  8.24 US qt | 6.86 UK qt,,11.4 l  12.05 US qt | 10.03 UK qt,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2 facelift 2013),3.0 CRD (190 Hp) 4WD Automatic,2013 year,2017 year,Internal Combustion engine,SUV,5,5,Performance specs,9.3 l/100 km  25.29 US mpg30.37 UK mpg10.75 km/l,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,Diesel,Euro 5,Engine specs,190 Hp @ 4000 rpm.,63.6 Hp/l,440 Nm @ 1600-2800 rpm.  324.53 lb.-ft. @ 1600-2800 rpm.,,2987 cm3 182.28 cu. in.,6,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4828 mm  190.08 in.,1943 mm  76.5 in.,1802 mm  70.94 in.,1628 mm  64.09 in.,1634 mm  64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Disc,265/60 R18; 265/50 R20,8J x 18; 8J x 20,190 km/h  118.06 mph,"12.6 kg/Hp, 79.1 Hp/tonne","5.5 kg/Nm, 183.1 Nm/tonne",2403-2522 kg  5297.71 - 5560.06 lbs.,2949 kg  6501.43 lbs.,427-546 kg  941.37 - 1203.72 lbs.,457 l  16.14 cu. ft.,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),Electric Steering,"Front, Longitudinal",7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,198 g/km,10.2 sec,10.2 sec,9.7 sec,,,,,,,,,V-engine,83 mm  3.27 in.,92 mm  3.62 in.,15.5,DOHC,Particulate filter,8,,,,1554 l  54.88 cu. ft.,3500 kg  7716.18 lbs.,,,,,218 mm  8.58 in.,0.37,26.3°,26.5°,18.8°,,Steering rack and pinion,,,7.8 l  8.24 US qt | 6.86 UK qt,,11.4 l  12.05 US qt | 10.03 UK qt,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),SRT8 6.4 V8 (477 Hp) 4WD Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,19.6 l/100 km  12 US mpg14.41 UK mpg5.1 km/l,13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,Petrol (Gasoline),Euro 5,Engine specs,477 Hp @ 6000 rpm.,74.3 Hp/l,630 Nm @ 4300 rpm.  464.66 lb.-ft. @ 4300 rpm.,,6417 cm3 391.59 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4859 mm  191.3 in.,1958 mm  77.09 in.,1756 mm  69.13 in.,1617 mm  63.66 in.,1633 mm  64.29 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,295/45 R20,20,257 km/h  159.69 mph,"4.9 kg/Hp, 204.2 Hp/tonne","3.7 kg/Nm, 269.7 Nm/tonne",2336 kg  5150 lbs.,2948 kg  6499.23 lbs.,612 kg  1349.23 lbs.,,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",16.8 l/100 km  14 US mpg16.81 UK mpg5.95 km/l,,5 sec,5 sec,4.8 sec,,,,,,,,,V-engine,103.9 mm  4.09 in.,94.5 mm  3.72 in.,10.9,OHV,,5,,,,,2269 kg  5002.29 lbs.,,,,,211 mm  8.31 in.,0.39,18.45°,21.9°,17.84°,,Steering rack and pinion,,,6.6 l  6.97 US qt | 5.81 UK qt,,13.3 l  14.05 US qt | 11.7 UK qt,,,2156 mm  84.88 in.,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),SRT8 6.4 V8 (472 Hp) 4WD Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,,,Petrol (Gasoline),Euro 5,Engine specs,472 Hp @ 6000 rpm.,73.6 Hp/l,624 Nm @ 4200 rpm.  460.24 lb.-ft. @ 4200 rpm.,,6417 cm3 391.59 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4859 mm  191.3 in.,1958 mm  77.09 in.,1756 mm  69.13 in.,1617 mm  63.66 in.,1633 mm  64.29 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,295/45 R20,20,257 km/h  159.69 mph,"4.9 kg/Hp, 202.1 Hp/tonne","3.7 kg/Nm, 267.1 Nm/tonne",2336 kg  5150 lbs.,2948 kg  6499.23 lbs.,612 kg  1349.23 lbs.,,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",,,5 sec,5 sec,4.8 sec,,,,,,,,,V-engine,103.9 mm  4.09 in.,94.5 mm  3.72 in.,10.9,OHV,,5,,,,,,,,,,211 mm  8.31 in.,0.39,18.45°,21.9°,17.84°,,Steering rack and pinion,,,6.6 l  6.97 US qt | 5.81 UK qt,,13.3 l  14.05 US qt | 11.7 UK qt,,,2156 mm  84.88 in.,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),5.7 V8 (364 Hp) AWD Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,18.1 l/100 km  13 US mpg15.61 UK mpg5.52 km/l,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,Petrol (Gasoline),,Engine specs,364 Hp @ 5150 rpm.,64.4 Hp/l,529 Nm @ 4250 rpm.  390.17 lb.-ft. @ 4250 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1938 mm  76.3 in.,1761 mm  69.33 in.,1623 mm  63.9 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Disc,265/60 R18,18,,"6.3 kg/Hp, 159.8 Hp/tonne","4.3 kg/Nm, 232.2 Nm/tonne",2278 kg  5022.13 lbs.,2948 kg  6499.23 lbs.,670 kg  1477.1 lbs.,457 l  16.14 cu. ft.,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,,,,,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,10.5,OHV,,5,,,,1554 l  54.88 cu. ft.,3400 kg  7495.72 lbs.,,,,,218 mm  8.58 in.,0.37,26.3°,26.5°,18.8°,,Steering rack and pinion,,,6.6 l  6.97 US qt | 5.81 UK qt,,13.7 l  14.48 US qt | 12.05 UK qt,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),5.7 V8 (364 Hp) Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,16.8 l/100 km  14 US mpg16.81 UK mpg5.95 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,Petrol (Gasoline),,Engine specs,364 Hp @ 5150 rpm.,64.4 Hp/l,529 Nm @ 4250 rpm.  390.17 lb.-ft. @ 4250 rpm.,,5654 cm3 345.03 cu. in.,8,4,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1938 mm  76.3 in.,1761 mm  69.33 in.,1623 mm  63.9 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Multi-link independent,Ventilated discs,Disc,265/60 R18,18,,"6 kg/Hp, 167.8 Hp/tonne","4.1 kg/Nm, 243.9 Nm/tonne",2169 kg  4781.83 lbs.,2948 kg  6499.23 lbs.,779 kg  1717.4 lbs.,782 l  27.62 cu. ft.,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,,,,,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,10.5,OHV,,5,,,,1554 l  54.88 cu. ft.,3400 kg  7495.72 lbs.,,,,,218 mm  8.58 in.,0.37,26.3°,26.5°,18.8°,,Steering rack and pinion,,,6.6 l  6.97 US qt | 5.81 UK qt,,13.7 l  14.48 US qt | 12.05 UK qt,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),5.7 V8 (352 Hp) 4WD Automatic,2010 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,21.1 l/100 km  11.15 US mpg13.39 UK mpg4.74 km/l,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,Petrol (Gasoline),Euro 5,Engine specs,352 Hp @ 5200 rpm.,62.3 Hp/l,520 Nm @ 4200 rpm.  383.53 lb.-ft. @ 4200 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1943 mm  76.5 in.,1781 mm  70.12 in.,1628 mm  64.09 in.,1633 mm  64.29 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,265/50 R20,8J x 20,225 km/h  139.81 mph,"6.6 kg/Hp, 152.6 Hp/tonne","4.4 kg/Nm, 225.4 Nm/tonne",2307 kg  5086.06 lbs.,2949 kg  6501.43 lbs.,642 kg  1415.37 lbs.,457 l  16.14 cu. ft.,2915 mm  114.76 in.,11.6 m  38.06 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",14.1 l/100 km  16.68 US mpg20.03 UK mpg7.09 km/l,327 g/km,8.7 sec,8.7 sec,8.3 sec,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,10.5,OHV,,5,,,,1554 l  54.88 cu. ft.,3500 kg  7716.18 lbs.,750 kg  1653.47 lbs.,,,,217 mm  8.54 in.,0.37,30.7°,26°,18.9°,,Steering rack and pinion,,,6.6 l  6.97 US qt | 5.81 UK qt,,13.7 l  14.48 US qt | 12.05 UK qt,,,2154 mm  84.8 in.,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),3.6 V6 (294 Hp) AWD Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,Petrol (Gasoline),,Engine specs,294 Hp @ 6400 rpm.,81.6 Hp/l,353 Nm @ 4800 rpm.  260.36 lb.-ft. @ 4800 rpm.,,3604 cm3 219.93 cu. in.,6,4,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1938 mm  76.3 in.,1761 mm  69.33 in.,1623 mm  63.9 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Disc,245/70 R17,17,,"7.2 kg/Hp, 139.1 Hp/tonne","6 kg/Nm, 167 Nm/tonne",2114 kg  4660.57 lbs.,2948 kg  6499.23 lbs.,834 kg  1838.66 lbs.,782 l  27.62 cu. ft.,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,,,,,,,,,,,,,V-engine,96 mm  3.78 in.,83 mm  3.27 in.,9.6,DOHC,,5,,,,1554 l  54.88 cu. ft.,2269 kg  5002.29 lbs.,,,,,218 mm  8.58 in.,0.37,26.3°,26.5°,18.8°,,Steering rack and pinion,,,5.7 l  6.02 US qt | 5.02 UK qt,,13.3 l  14.05 US qt | 11.7 UK qt,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),3.6 V6 (294 Hp) Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,Petrol (Gasoline),,Engine specs,294 Hp @ 6400 rpm.,81.6 Hp/l,353 Nm @ 4800 rpm.  260.36 lb.-ft. @ 4800 rpm.,,3604 cm3 219.93 cu. in.,6,4,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1938 mm  76.3 in.,1761 mm  69.33 in.,1623 mm  63.9 in.,1628 mm  64.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Double wishbone,Multi-link independent,Ventilated discs,Disc,245/70 R17,17,,"6.9 kg/Hp, 145 Hp/tonne","5.7 kg/Nm, 174.1 Nm/tonne",2028 kg  4470.97 lbs.,2948 kg  6499.23 lbs.,920 kg  2028.25 lbs.,782 l  27.62 cu. ft.,2915 mm  114.76 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,,,,,,,,,,,,,V-engine,96 mm  3.78 in.,83 mm  3.27 in.,9.6,DOHC,,5,,,,1554 l  54.88 cu. ft.,2269 kg  5002.29 lbs.,,,,,218 mm  8.58 in.,0.37,26.3°,26.5°,18.8°,,Steering rack and pinion,,,5.7 l  6.02 US qt | 5.02 UK qt,,13.3 l  14.05 US qt | 11.7 UK qt,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),3.6 V6 (286 Hp) 4WD Automatic,2010 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,16 l/100 km  14.7 US mpg17.66 UK mpg6.25 km/l,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,Petrol (Gasoline),Euro 5,Engine specs,286 Hp @ 6350 rpm.,79.4 Hp/l,347 Nm @ 4300 rpm.  255.93 lb.-ft. @ 4300 rpm.,,3604 cm3 219.93 cu. in.,6,4,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1943 mm  76.5 in.,1781 mm  70.12 in.,1628 mm  64.09 in.,1633 mm  64.29 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,265/60 R18,18,206 km/h  128 mph,"7.7 kg/Hp, 130.5 Hp/tonne","6.3 kg/Nm, 158.4 Nm/tonne",2191 kg  4830.33 lbs.,2949 kg  6501.43 lbs.,758 kg  1671.1 lbs.,782 l  27.62 cu. ft.,2915 mm  114.76 in.,11.6 m  38.06 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",11.4 l/100 km  20.63 US mpg24.78 UK mpg8.77 km/l,265 g/km,9.1 sec,9.1 sec,8.6 sec,,,,,,,,,V-engine,96 mm  3.78 in.,83 mm  3.27 in.,10.2,DOHC,,5,,,,1554 l  54.88 cu. ft.,2268 kg  5000.08 lbs.,750 kg  1653.47 lbs.,,,,217 mm  8.54 in.,0.37,30.7°,26°,18.9°,,Steering rack and pinion,,,5.7 l  6.02 US qt | 5.02 UK qt,,13.3 l  14.05 US qt | 11.7 UK qt,,,2154 mm  84.8 in.,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),3.0 CRD (241 Hp) 4WD Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,10.3 l/100 km  22.84 US mpg27.43 UK mpg9.71 km/l,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,Diesel,Euro 5,Engine specs,241 Hp @ 3600-4000 rpm.,80.7 Hp/l,550 Nm @ 1800 rpm.  405.66 lb.-ft. @ 1800 rpm.,,2987 cm3 182.28 cu. in.,6,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1943 mm  76.5 in.,1781 mm  70.12 in.,1628 mm  64.09 in.,1634 mm  64.33 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,265/60 R18,18,202 km/h  125.52 mph,"9.4 kg/Hp, 106.1 Hp/tonne","4.1 kg/Nm, 242.1 Nm/tonne",2272 kg  5008.9 lbs.,2949 kg  6501.43 lbs.,677 kg  1492.53 lbs.,457 l  16.14 cu. ft.,2915 mm  114.76 in.,11.6 m  38.06 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",8.3 l/100 km  28.34 US mpg34.03 UK mpg12.05 km/l,218 g/km,8.2 sec,8.2 sec,7.8 sec,,,,,,,,,V-engine,83 mm  3.27 in.,92 mm  3.62 in.,18,,Particulate filter,5,,,,1554 l  54.88 cu. ft.,3500 kg  7716.18 lbs.,750 kg  1653.47 lbs.,,,,218 mm  8.58 in.,0.37,26°,24°,19°,,Steering rack and pinion,,,,,,,,2154 mm  84.8 in.,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee IV (WK2),3.0 CRD (190 Hp) 4WD Automatic,2011 year,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,10.3 l/100 km  22.84 US mpg27.43 UK mpg9.71 km/l,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,Diesel,Euro 5,Engine specs,190 Hp @ 4000 rpm.,63.6 Hp/l,440 Nm @ 1600 rpm.  324.53 lb.-ft. @ 1600 rpm.,,2987 cm3 182.28 cu. in.,6,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",93 l  24.57 US gal | 20.46 UK gal,Dimensions,4822 mm  189.84 in.,1943 mm  76.5 in.,1781 mm  70.12 in.,1628 mm  64.09 in.,1633 mm  64.29 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,265/60 R18,18,191 km/h  118.68 mph,"12 kg/Hp, 83.6 Hp/tonne","5.2 kg/Nm, 193.7 Nm/tonne",2272 kg  5008.9 lbs.,2949 kg  6501.43 lbs.,677 kg  1492.53 lbs.,457 l  16.14 cu. ft.,2915 mm  114.76 in.,11.6 m  38.06 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",8.3 l/100 km  28.34 US mpg34.03 UK mpg12.05 km/l,218 g/km,10.2 sec,10.2 sec,9.7 sec,,,,,,,,,V-engine,83 mm  3.27 in.,92 mm  3.62 in.,18,DOHC,Particulate filter,5,,,,1554 l  54.88 cu. ft.,3500 kg  7716.18 lbs.,750 kg  1653.47 lbs.,,,,218 mm  8.58 in.,0.37,26°,24°,19°,,Steering rack and pinion,,,,,,,,2154 mm  84.8 in.,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),SRT8 6.1i V8 (426 Hp) 4WD Automatic,2006 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,21.8 l/100 km  10.79 US mpg12.96 UK mpg4.59 km/l,12.7 l/100 km  18.52 US mpg22.24 UK mpg7.87 km/l,Petrol (Gasoline),Euro 4,Engine specs,426 Hp @ 6000 rpm.,70.3 Hp/l,569 Nm @ 4600 rpm.  419.67 lb.-ft. @ 4600 rpm.,,6059 cm3 369.74 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4785 mm  188.39 in.,1870 mm  73.62 in.,1710 mm  67.32 in.,1608 mm  63.31 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,255/45 R20; 285/40 R20,20,245 km/h  152.24 mph,"5 kg/Hp, 198.6 Hp/tonne","3.8 kg/Nm, 265.3 Nm/tonne",2145 kg  4728.92 lbs.,2750 kg  6062.71 lbs.,605 kg  1333.8 lbs.,978 l  34.54 cu. ft.,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",16 l/100 km  14.7 US mpg17.66 UK mpg6.25 km/l,,5 sec,5 sec,4.8 sec,,,,,,,,,V-engine,103 mm  4.06 in.,90.9 mm  3.58 in.,10.3,OHV,,5,,,,1909 l  67.42 cu. ft.,,,,,,178 mm  7.01 in.,0.39,,,,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),5.7i V8 (362 Hp) Automatic,2009 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,,,Petrol (Gasoline),,Engine specs,362 Hp @ 5200 rpm.,64 Hp/l,527 Nm @ 4350 rpm.  388.7 lb.-ft. @ 4350 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4775 mm  187.99 in.,1861 mm  73.27 in.,1749 mm  68.86 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,Ventilated discs,Ventilated discs,245/60 R18,18,,"5.8 kg/Hp, 173.4 Hp/tonne","4 kg/Nm, 252.4 Nm/tonne",2088 kg  4603.25 lbs.,2727 kg  6012.01 lbs.,639 kg  1408.75 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",,,,,,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,10.5,OHV,,5,,,,,,,,,,210 mm  8.27 in.,0.41,32.3°,27.5°,20.4°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
