Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,CO2 emissions,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Tires size,Wheel rims size,End of production,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum speed,Emission standard,Number of valves per cylinder,Valvetrain,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Number of Gears (automatic transmission),Steering type,Engine Model/Code,Cylinder Bore,Piston Stroke,Compression ratio,Engine oil capacity,Oil viscosity,Coolant,Max. weight,Max load,Trunk (boot) space - maximum,Minimum turning circle (turning diameter),Power steering,Number of Gears (manual transmission),Maximum engine speed,Ride height (ground clearance),Drag coefficient (Cd),Electric cars and hybrids specs,Battery voltage,Battery technology,Electric motor 1,Electric motor power,Electric motor Torque,System power,Internal combustion engine specs,Permitted trailer load with brakes (12%),Gross battery capacity,Electric motor 2,Engine systems,Permitted trailer load without brakes,Width including mirrors,System torque,Acceleration 0 - 60 mph,Width with mirrors folded,Front overhang,Rear overhang,Approach angle,Departure angle,Ramp angle,Permitted towbar download,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),Acceleration 0 - 200 km/h,All-electric range,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Max. roof load
Isuzu,Mu,Mu-X (RF20),3.0 Diesel (177 Hp) 4x4 Automatic,2017 year,Internal Combustion engine,SUV,7,5,Performance specs,9.9 l/100 km  23.76 US mpg28.53 UK mpg10.1 km/l,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,214 g/km,Diesel,"11.8 kg/Hp, 84.6 Hp/tonne","4.9 kg/Nm, 205.5 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,430 Nm @ 2000-2200 rpm.  317.15 lb.-ft. @ 2000-2200 rpm.,"Front, Transverse",2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2092 kg  4612.07 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),"Coil spring, Double wishbone","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16,7J x 16,,,,,,,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1825 mm  71.85 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,6 Rev-Tronic,Steering rack and pinion,4JJ1-TC Hi-Power,95.4 mm  3.76 in.,104.9 mm  4.13 in.,16.3,,,,2750 kg  6062.71 lbs.,658 kg  1450.64 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,,,,220 mm  8.66 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,23.3°,24.6°,18.7°,,,,,,,,,,,,,
Isuzu,Mu,Mu-X (RF20),3.0 Diesel (177 Hp) 4x4,2017 year,Internal Combustion engine,SUV,7,5,Performance specs,10.1 l/100 km  23.29 US mpg27.97 UK mpg9.9 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,212 g/km,Diesel,"11.7 kg/Hp, 85.4 Hp/tonne","4.8 kg/Nm, 207.5 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,430 Nm @ 2000-2200 rpm.  317.15 lb.-ft. @ 2000-2200 rpm.,"Front, Transverse",2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2072 kg  4567.98 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),"Coil spring, Double wishbone","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16,7J x 16,,,,,,,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1825 mm  71.85 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,,Steering rack and pinion,4JJ1-TC Hi-Power,95.4 mm  3.76 in.,104.9 mm  4.13 in.,16.3,,,,2750 kg  6062.71 lbs.,678 kg  1494.73 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,,6,,220 mm  8.66 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,23.3°,24.6°,18.7°,,,,,,,,,,,,,
Isuzu,Mu,Mu,2.8 DT (110 Hp),1989 year,Internal Combustion engine,Off-road vehicle,4,3,Performance specs,,,,,Diesel,,,Engine specs,110 Hp @ 3600 rpm.,39.7 Hp/l,226 Nm @ 2300 rpm.  166.69 lb.-ft. @ 2300 rpm.,,2771 cm3 169.1 cu. in.,4,Inline,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,Ventilated discs,Disc,,,,1998 year,,,,,,,,,83 l  21.93 US gal | 18.26 UK gal,Dimensions,4135 mm  162.8 in.,1780 mm  70.08 in.,1675 mm  65.94 in.,2330 mm  91.73 in.,1450 mm  57.09 in.,1460 mm  57.48 in.,4,Steering rack and pinion,4JB1-T,93 mm  3.66 in.,102 mm  4.02 in.,17,,,,,,,10.6 m  34.78 ft.,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,MU-X,MU-X II,3.0 Ddi (190 Hp) Rev Tronic,"October, 2020 year",Internal Combustion engine,SUV,7,5,Performance specs,,,,,Diesel,"10.9 kg/Hp, 91.3 Hp/tonne","4.6 kg/Nm, 216.3 Nm/tonne",Engine specs,190 Hp @ 3600 rpm.,63.4 Hp/l,450 Nm @ 1600-2600 rpm.  331.9 lb.-ft. @ 1600-2600 rpm.,"Front, Longitudinal",2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2080 kg  4585.62 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Multi-link independent,,,ABS (Anti-lock braking system),265/60 R18; 265/50 R20,7.5J x 18; 7.5J x 20,,,,,,,4,DOHC,,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4850 mm  190.94 in.,1870 mm  73.62 in.,1875 mm  73.82 in.,2855 mm  112.4 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,6 Rev Tronic,Steering rack and pinion,4JJ3-TCX,95.4 mm  3.76 in.,104.9 mm  4.13 in.,16.3,,,,,,,11.2 m  36.75 ft.,Electric Steering,,,235 mm  9.25 in.,,,,,,,,,,,,,Start & Stop System,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,MU-X,MU-X II,3.0 Ddi (190 Hp) 4WD Rev Tronic,"October, 2020 year",Internal Combustion engine,SUV,7,5,Performance specs,,,,,Diesel,"11.4 kg/Hp, 87.8 Hp/tonne","4.8 kg/Nm, 207.9 Nm/tonne",Engine specs,190 Hp @ 3600 rpm.,63.4 Hp/l,450 Nm @ 1600-2600 rpm.  331.9 lb.-ft. @ 1600-2600 rpm.,"Front, Longitudinal",2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2165 kg  4773.01 lbs.,"Drivetrain, brakes and suspension specs","The Internal combustion engine (ICE) drives the rear wheels permanently, and the front wheels are driven through an electrically or mechanically operated clutch if necessary.",All wheel drive (4x4),Double wishbone,Multi-link independent,,,ABS (Anti-lock braking system),265/60 R18; 265/50 R20,7.5J x 18; 7.5J x 20,,,,,,,4,DOHC,,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4850 mm  190.94 in.,1870 mm  73.62 in.,1875 mm  73.82 in.,2855 mm  112.4 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,6 Rev Tronic,Steering rack and pinion,4JJ3-TCX,95.4 mm  3.76 in.,104.9 mm  4.13 in.,16.3,,,,,,,11.2 m  36.75 ft.,Electric Steering,,,235 mm  9.25 in.,,,,,,,,,,,,,Start & Stop System,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,MU-X,MU-X II,1.9 Ddi (150 Hp) Rev Tronic,"October, 2020 year",Internal Combustion engine,SUV,7,5,Performance specs,,,,,Diesel,"13 kg/Hp, 76.9 Hp/tonne","5.6 kg/Nm, 179.5 Nm/tonne",Engine specs,150 Hp @ 3600 rpm.,79 Hp/l,350 Nm @ 1800-2600 rpm.  258.15 lb.-ft. @ 1800-2600 rpm.,"Front, Longitudinal",1898 cm3 115.82 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1950-2005 kg  4299.01 - 4420.27 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Multi-link independent,,,ABS (Anti-lock braking system),255/65 R17; 265/60 R18; 265/50 R20,7.0J x 17; 7.5J x 18; 7.5J x 20,,,,,,,4,DOHC,,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4850 mm  190.94 in.,1870 mm  73.62 in.,1815-1875 mm  71.46 - 73.82 in.,2855 mm  112.4 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,6 Rev Tronic,Steering rack and pinion,RZ4E-TC,80 mm  3.15 in.,94.4 mm  3.72 in.,16.5,,,,,,,11.2 m  36.75 ft.,Electric Steering,,,230-235 mm  9.06 - 9.25 in.,,,,,,,,,,,,,Start & Stop System,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,MU-X,MU-X II,1.9 Ddi (150 Hp),"October, 2020 year",Internal Combustion engine,SUV,7,5,Performance specs,,,,,Diesel,"13 kg/Hp, 76.9 Hp/tonne","5.6 kg/Nm, 179.5 Nm/tonne",Engine specs,150 Hp @ 3600 rpm.,79 Hp/l,350 Nm @ 1800-2600 rpm.  258.15 lb.-ft. @ 1800-2600 rpm.,"Front, Longitudinal",1898 cm3 115.82 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1950 kg  4299.01 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Multi-link independent,,,ABS (Anti-lock braking system),265/60 R18,7.5J x 18,,,,,,,4,DOHC,,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4850 mm  190.94 in.,1870 mm  73.62 in.,1825 mm  71.85 in.,2855 mm  112.4 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,,Steering rack and pinion,RZ4E-TC,80 mm  3.15 in.,94.4 mm  3.72 in.,16.5,,,,,,,11.2 m  36.75 ft.,Electric Steering,6,,235 mm  9.25 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,MU-X,MU-X Concept X,3.0d (177 Hp) 4x4 Automatic,2018 year,Internal Combustion engine,Crossover,5,5,Performance specs,,,,,Diesel,,,Engine specs,177 Hp,59 Hp/l,430 Nm  317.15 lb.-ft.,,2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,,,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),"Independent, spring",Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),38/15.5 R20,12J x 20,2020 year,,,,,Euro 5,4,DOHC,,,Dimensions,5000 mm  196.85 in.,2150 mm  84.65 in.,2100 mm  82.68 in.,,,,6 Aisin,,4JJ1,,,,,,,,,,,,,,370 mm  14.57 in.,,,,,,,,,,,,,Particulate filter,,,,,,,,49.7°,37.3°,,,,,,,,,,,,,,
Isuzu,MU-X,MU-X (RF20) (facelift 2017),3.0d (177 Hp) Automatic,"February, 2017 year",Internal Combustion engine,SUV,5,5,Performance specs,9.8-9.9 l/100 km  24 - 23.76 US mpg28.82 - 28.53 UK mpg10.2 - 10.1 km/l,7.0-7.1 l/100 km  33.6 - 33.13 US mpg40.35 - 39.79 UK mpg14.29 - 14.08 km/l,8.0-8.1 l/100 km  29.4 - 29.04 US mpg35.31 - 34.87 UK mpg12.5 - 12.35 km/l,211-214 g/km,Diesel,"11.3 kg/Hp, 88.9 Hp/tonne","4.6 kg/Nm, 215.9 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,430 Nm @ 2000-2200 rpm.  317.15 lb.-ft. @ 2000-2200 rpm.,,2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1992-2062 kg  4391.61 - 4545.93 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16; 255/60 R18,7J x 16; 7J x 18,"October, 2020 year",,,,,Euro 5,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1825-1860 mm  71.85 - 73.23 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,6 Rev-Tronic,Steering rack and pinion,4JJ1-TC,95.4 mm  3.76 in.,104.9 mm  4.13 in.,16.3,,,,2650 kg  5842.25 lbs.,588-658 kg  1296.32 - 1450.64 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,Electric Steering,,,220-230 mm  8.66 - 9.06 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,Particulate filter,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,23.3-24.0°,24.6-25.1°,18.7-19.5°,,,,,,,,,,,,,
Isuzu,MU-X,MU-X (RF20) (facelift 2017),3.0d (177 Hp) 4x4 Automatic,"February, 2017 year",Internal Combustion engine,SUV,5,5,Performance specs,9.5-9.9 l/100 km  24.76 - 23.76 US mpg29.73 - 28.53 UK mpg10.53 - 10.1 km/l,6.8-7.1 l/100 km  34.59 - 33.13 US mpg41.54 - 39.79 UK mpg14.71 - 14.08 km/l,7.9-8.1 l/100 km  29.77 - 29.04 US mpg35.76 - 34.87 UK mpg12.66 - 12.35 km/l,208-214 g/km,Diesel,"11.8 kg/Hp, 84.6 Hp/tonne","4.9 kg/Nm, 205.5 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,430 Nm @ 2000-2200 rpm.  317.15 lb.-ft. @ 2000-2200 rpm.,,2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2092-2157 kg  4612.07 - 4755.37 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16; 255/60 R18,7J x 16; 7J x 18,"October, 2020 year",,,,,Euro 5,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1825-1860 mm  71.85 - 73.23 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,6 Rev-Tronic,Steering rack and pinion,4JJ1-TC,95.4 mm  3.76 in.,104.9 mm  4.13 in.,16.3,,,,2750 kg  6062.71 lbs.,593-658 kg  1307.34 - 1450.64 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,Electric Steering,,,220-230 mm  8.66 - 9.06 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,Particulate filter,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,23.3-24.0°,24.6-25.1°,18.7-19.5°,,,,,,,,,,,,,
Isuzu,MU-X,MU-X (RF20) (facelift 2017),3.0d (177 Hp) 4x4,"February, 2017 year",Internal Combustion engine,SUV,5,5,Performance specs,9.5-9.6 l/100 km  24.76 - 24.5 US mpg29.73 - 29.43 UK mpg10.53 - 10.42 km/l,6.8-7.0 l/100 km  34.59 - 33.6 US mpg41.54 - 40.35 UK mpg14.71 - 14.29 km/l,7.9 l/100 km  29.77 US mpg35.76 UK mpg12.66 km/l,208-209 g/km,Diesel,"12 kg/Hp, 83.4 Hp/tonne","4.9 kg/Nm, 202.6 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,430 Nm @ 2000-2200 rpm.  317.15 lb.-ft. @ 2000-2200 rpm.,,2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2122-2142 kg  4678.21 - 4722.3 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16; 255/60 R18,7J x 16; 7J x 18,"October, 2020 year",,,,,Euro 5,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1860 mm  73.23 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,,Steering rack and pinion,4JJ1-TC,95.4 mm  3.76 in.,104.9 mm  4.13 in.,16.3,,,,2750 kg  6062.71 lbs.,608-628 kg  1340.41 - 1384.5 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,Electric Steering,6,,230 mm  9.06 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,Particulate filter,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,24.0°,25.1°,19.5°,,,,,,,,,,,,,
Isuzu,MU-X,MU-X (RF10),3.0d (177 Hp) Automatic,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,10.5 l/100 km  22.4 US mpg26.9 UK mpg9.52 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,217 g/km,Diesel,"10.7 kg/Hp, 93.2 Hp/tonne","5 kg/Nm, 200 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,380 Nm @ 1800-2800 rpm.  280.27 lb.-ft. @ 1800-2800 rpm.,,2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1900-1940 kg  4188.78 - 4276.97 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16; 255/65 R17,7J x 16; 7J x 17,2017 year,,,,,Euro 4,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1825-1830 mm  71.85 - 72.05 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,5 Rev-Tronic,Steering rack and pinion,4JJ1-TC,95.4 mm  3.76 in.,104.9 mm  4.13 in.,17.3,,,,2650 kg  5842.25 lbs.,710-750 kg  1565.28 - 1653.47 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,Electric Steering,,,220-230 mm  8.66 - 9.06 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,29.5-30.1°,24.6-25.1°,21.9-22.6°,,,,,,,,,,,,,
Isuzu,MU-X,MU-X (RF10),3.0d (177 Hp) 4x4 Automatic,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,10.7-10.8 l/100 km  21.98 - 21.78 US mpg26.4 - 26.16 UK mpg9.35 - 9.26 km/l,7.0-7.1 l/100 km  33.6 - 33.13 US mpg40.35 - 39.79 UK mpg14.29 - 14.08 km/l,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,221-223 g/km,Diesel,"11.2 kg/Hp, 89.2 Hp/tonne","5.2 kg/Nm, 191.4 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,380 Nm @ 1800-2800 rpm.  280.27 lb.-ft. @ 1800-2800 rpm.,,2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1985-2060 kg  4376.18 - 4541.52 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16; 255/65 R17,7J x 16; 7J x 17,2017 year,,,,,Euro 4,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1825-1860 mm  71.85 - 73.23 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,5 Rev-Tronic,Steering rack and pinion,4JJ1-TC,95.4 mm  3.76 in.,104.9 mm  4.13 in.,17.3,,,,2750 kg  6062.71 lbs.,690-765 kg  1521.19 - 1686.54 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,Electric Steering,,,220-230 mm  8.66 - 9.06 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,29.5-30.1°,24.6-25.1°,21.9-22.6°,,,,,,,,,,,,,
Isuzu,MU-X,MU-X (RF10),3.0d (177 Hp) 4x4,2013 year,Internal Combustion engine,SUV,5,5,Performance specs,10.7-10.8 l/100 km  21.98 - 21.78 US mpg26.4 - 26.16 UK mpg9.35 - 9.26 km/l,7.0-7.1 l/100 km  33.6 - 33.13 US mpg40.35 - 39.79 UK mpg14.29 - 14.08 km/l,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,221-223 g/km,Diesel,"11.2 kg/Hp, 89.2 Hp/tonne","5.2 kg/Nm, 191.4 Nm/tonne",Engine specs,177 Hp @ 3600 rpm.,59 Hp/l,380 Nm @ 1800-2800 rpm.  280.27 lb.-ft. @ 1800-2800 rpm.,,2999 cm3 183.01 cu. in.,4,Inline,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1985-2025 kg  4376.18 - 4464.36 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16; 255/65 R17,7J x 16; 7J x 17,2017 year,,,,,Euro 4,4,DOHC,235 l  8.3 cu. ft.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4825 mm  189.96 in.,1860 mm  73.23 in.,1825-1830 mm  71.85 - 72.05 in.,2845 mm  112.01 in.,1570 mm  61.81 in.,1570 mm  61.81 in.,,Steering rack and pinion,4JJ1-TC,95.4 mm  3.76 in.,104.9 mm  4.13 in.,17.3,,,,2750 kg  6062.71 lbs.,725-765 kg  1598.35 - 1686.54 lbs.,1830 l  64.63 cu. ft.,11.6 m  38.06 ft.,Electric Steering,5,,220-230 mm  8.66 - 9.06 in.,,,,,,,,,,3000 kg  6613.87 lbs.,,,,750 kg  1653.47 lbs.,,,,,905 mm  35.63 in.,1075 mm  42.32 in.,29.5-30.1°,24.6-25.1°,21.9-22.6°,,,,,,,,,,,,,
Isuzu,Piazza,Piazza,2.0 Turbo (141 Hp),1980 year,Internal Combustion engine,Coupe,,,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,141 Hp,,,,,,,,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,,,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,,,,,1990 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo (UTS-145),3.2 i V6 24V L 4WD (208 Hp) Automatic,1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,,,Petrol (Gasoline),"8.4 kg/Hp, 119.2 Hp/tonne","6 kg/Nm, 166.2 Nm/tonne",Engine specs,208 Hp @ 5400 rpm.,65.7 Hp/l,290 Nm @ 3000 rpm.  213.89 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1745 kg  3847.07 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),235/75 R15,15,2004 year,,,,185 km/h  114.95 mph,,4,,933 l  32.95 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4510 mm  177.56 in.,1787 mm  70.35 in.,1680 mm  66.14 in.,2702 mm  106.38 in.,1515 mm  59.65 in.,1520 mm  59.84 in.,4,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.1,,,,2200 kg  4850.17 lbs.,455 kg  1003.1 lbs.,2297 l  81.12 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
