Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,CO2 emissions,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Tires size,Wheel rims size,End of production,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum speed,Emission standard,Number of valves per cylinder,Valvetrain,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Number of Gears (automatic transmission),Steering type,Engine Model/Code,Cylinder Bore,Piston Stroke,Compression ratio,Engine oil capacity,Oil viscosity,Coolant,Max. weight,Max load,Trunk (boot) space - maximum,Minimum turning circle (turning diameter),Power steering,Number of Gears (manual transmission),Maximum engine speed,Ride height (ground clearance),Drag coefficient (Cd),Electric cars and hybrids specs,Battery voltage,Battery technology,Electric motor 1,Electric motor power,Electric motor Torque,System power,Internal combustion engine specs,Permitted trailer load with brakes (12%),Gross battery capacity,Electric motor 2,Engine systems,Permitted trailer load without brakes,Width including mirrors,System torque,Acceleration 0 - 60 mph,Width with mirrors folded,Front overhang,Rear overhang,Approach angle,Departure angle,Ramp angle,Permitted towbar download,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),Acceleration 0 - 200 km/h,All-electric range,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Max. roof load
Isuzu,Rodeo,Rodeo (UTS-145),3.2 i V6 24V L 4WD (208 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,,,Petrol (Gasoline),"8.4 kg/Hp, 119.2 Hp/tonne","6 kg/Nm, 166.2 Nm/tonne",Engine specs,208 Hp @ 5400 rpm.,65.7 Hp/l,290 Nm @ 3000 rpm.  213.89 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1745 kg  3847.07 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),235/75 R15,,2004 year,,,,185 km/h  114.95 mph,,4,,933 l  32.95 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4510 mm  177.56 in.,1787 mm  70.35 in.,1680 mm  66.14 in.,2702 mm  106.38 in.,1515 mm  59.65 in.,1520 mm  59.84 in.,,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.1,,,,2200 kg  4850.17 lbs.,455 kg  1003.1 lbs.,2297 l  81.12 cu. ft.,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo (UTS-145),3.2 i V6 24V 2WD (208 Hp) Automatic,1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,,,,,Petrol (Gasoline),"7.9 kg/Hp, 126.4 Hp/tonne","5.7 kg/Nm, 176.3 Nm/tonne",Engine specs,208 Hp @ 5400 rpm.,65.7 Hp/l,290 Nm @ 3000 rpm.  213.89 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1645 kg  3626.6 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16,16,2004 year,,,,180 km/h  111.85 mph,,4,,933 l  32.95 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4488 mm  176.69 in.,1788 mm  70.39 in.,1725 mm  67.91 in.,2702 mm  106.38 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,4,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.1,,,,2245 kg  4949.38 lbs.,600 kg  1322.77 lbs.,2297 l  81.12 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo (UTS-145),3.2 i V6 24V 2WD (208 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,,,,,Petrol (Gasoline),"7.9 kg/Hp, 126.4 Hp/tonne","5.7 kg/Nm, 176.3 Nm/tonne",Engine specs,208 Hp @ 5400 rpm.,65.7 Hp/l,290 Nm @ 3000 rpm.  213.89 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1645 kg  3626.6 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16,,2004 year,,,,180 km/h  111.85 mph,,4,,933 l  32.95 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4488 mm  176.69 in.,1788 mm  70.39 in.,1725 mm  67.91 in.,2702 mm  106.38 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.1,,,,2245 kg  4949.38 lbs.,600 kg  1322.77 lbs.,2297 l  81.12 cu. ft.,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo (UTS-145),2.2 i L 2WD (130 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,11.2 l/100 km  21 US mpg25.22 UK mpg8.93 km/l,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,,,Petrol (Gasoline),"12.2 kg/Hp, 82 Hp/tonne","8.1 kg/Nm, 123 Nm/tonne",Engine specs,130 Hp @ 5200 rpm.,59.1 Hp/l,195 Nm @ 4000 rpm.  143.82 lb.-ft. @ 4000 rpm.,"Front, Longitudinal",2198 cm3 134.13 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1585 kg  3494.33 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),235/75 R15,,2004 year,,,,,,2,,933 l  32.95 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4510 mm  177.56 in.,1787 mm  70.35 in.,1680 mm  66.14 in.,2702 mm  106.38 in.,1515 mm  59.65 in.,1520 mm  59.84 in.,,,,86 mm  3.39 in.,94.6 mm  3.72 in.,9.6,,,,2065 kg  4552.55 lbs.,480 kg  1058.22 lbs.,2297 l  81.12 cu. ft.,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo Sport (UTS-145),3.2 i V6 24V 4WD (208 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,3,Performance specs,13.9 l/100 km  16.92 US mpg20.32 UK mpg7.19 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,,,Petrol (Gasoline),"8.1 kg/Hp, 123.8 Hp/tonne","5.8 kg/Nm, 172.6 Nm/tonne",Engine specs,208 Hp @ 5400 rpm.,65.7 Hp/l,290 Nm @ 3000 rpm.  213.89 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1680 kg  3703.77 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Torsion,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/50 R16,,2004 year,,,,180 km/h  111.85 mph,,4,,595 l  21.01 cu. ft.,59 l  15.59 US gal | 12.98 UK gal,Dimensions,4267 mm  167.99 in.,1814 mm  71.42 in.,1702 mm  67.01 in.,2462 mm  96.93 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,4,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.1,,,,2245 kg  4949.38 lbs.,565 kg  1245.61 lbs.,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo Sport (UTS-145),3.2 i V6 24V 2WD (208 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,3,Performance specs,13.9 l/100 km  16.92 US mpg20.32 UK mpg7.19 km/l,10.1 l/100 km  23.29 US mpg27.97 UK mpg9.9 km/l,,,Petrol (Gasoline),"7.8 kg/Hp, 128.8 Hp/tonne","5.6 kg/Nm, 179.6 Nm/tonne",Engine specs,208 Hp @ 5400 rpm.,65.7 Hp/l,290 Nm @ 3000 rpm.  213.89 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1615 kg  3560.47 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Torsion,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),235/55 R15,,2004 year,,,,180 km/h  111.85 mph,,4,,595 l  21.01 cu. ft.,67 l  17.7 US gal | 14.74 UK gal,Dimensions,4267 mm  167.99 in.,1814 mm  71.42 in.,1702 mm  67.01 in.,2462 mm  96.93 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,4,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.1,,,,2110 kg  4651.75 lbs.,495 kg  1091.29 lbs.,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo Sport (UTS-145),2.2 i 16V 2WD (131 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,3,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,,,Petrol (Gasoline),"12.9 kg/Hp, 77.5 Hp/tonne","8.7 kg/Nm, 115.4 Nm/tonne",Engine specs,131 Hp @ 5200 rpm.,59.6 Hp/l,195 Nm @ 4000 rpm.  143.82 lb.-ft. @ 4000 rpm.,"Front, Longitudinal",2198 cm3 134.13 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1690 kg  3725.81 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Torsion,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),225/70 R15,,2004 year,,,,,,2,,569 l  20.09 cu. ft.,59 l  15.59 US gal | 12.98 UK gal,Dimensions,4277 mm  168.39 in.,1814 mm  71.42 in.,1704 mm  67.09 in.,2462 mm  96.93 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,,,,86 mm  3.39 in.,94.6 mm  3.72 in.,9.6,,,,2110 kg  4651.75 lbs.,420 kg  925.94 lbs.,1770 l  62.51 cu. ft.,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo Sport Cabrio (UTS-145),2.2 i 16V 2WD (131 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,3,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,,,Petrol (Gasoline),"11.8 kg/Hp, 84.8 Hp/tonne","7.9 kg/Nm, 126.2 Nm/tonne",Engine specs,131 Hp @ 5200 rpm.,59.6 Hp/l,195 Nm @ 4000 rpm.  143.82 lb.-ft. @ 4000 rpm.,"Front, Longitudinal",2198 cm3 134.13 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1545 kg  3406.14 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Coil spring,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),235/75 R15,,2004 year,,,,,,2,,595 l  21.01 cu. ft.,67 l  17.7 US gal | 14.74 UK gal,Dimensions,4267 mm  167.99 in.,1814 mm  71.42 in.,1702 mm  67.01 in.,2462 mm  96.93 in.,1514 mm  59.61 in.,1519 mm  59.8 in.,,,,86 mm  3.39 in.,94.6 mm  3.72 in.,9.6,,,,2110 kg  4651.75 lbs.,565 kg  1245.61 lbs.,,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo,3.2 i S 2WD (177 Hp) Automatic,1989 year,Internal Combustion engine,Off-road vehicle,6,4,Performance specs,,,13.2 l/100 km  17.82 US mpg21.4 UK mpg7.58 km/l,,Petrol (Gasoline),"9.7 kg/Hp, 103.4 Hp/tonne","6.6 kg/Nm, 151.9 Nm/tonne",Engine specs,177 Hp @ 5200 rpm.,55.9 Hp/l,260 Nm @ 3750 rpm.  191.77 lb.-ft. @ 3750 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1712 kg  3774.31 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Helical spring,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/75 R15,15,2000 year,,,,,,4,OHC,,83 l  21.93 US gal | 18.26 UK gal,Dimensions,4480 mm  176.38 in.,1690 mm  66.54 in.,1660 mm  65.35 in.,2760 mm  108.66 in.,1440 mm  56.69 in.,1445 mm  56.89 in.,4,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.3,,,,2111 kg  4653.96 lbs.,399 kg  879.64 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo,3.2 i S 2WD (177 Hp),1989 year,Internal Combustion engine,Off-road vehicle,6,4,Performance specs,,,13.2 l/100 km  17.82 US mpg21.4 UK mpg7.58 km/l,,Petrol (Gasoline),"9.7 kg/Hp, 103.4 Hp/tonne","6.6 kg/Nm, 151.9 Nm/tonne",Engine specs,177 Hp @ 5200 rpm.,55.9 Hp/l,260 Nm @ 3750 rpm.  191.77 lb.-ft. @ 3750 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1712 kg  3774.31 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Helical spring,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/75 R15 P,,2000 year,,,,,,4,OHC,,83 l  21.93 US gal | 18.26 UK gal,Dimensions,4480 mm  176.38 in.,1690 mm  66.54 in.,1660 mm  65.35 in.,2760 mm  108.66 in.,1440 mm  56.69 in.,1445 mm  56.89 in.,,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.3,,,,2111 kg  4653.96 lbs.,399 kg  879.64 lbs.,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo,3.2 i 4WD LS (177 Hp) Automatic,1989 year,Internal Combustion engine,Off-road vehicle,6,4,Performance specs,,,13.2 l/100 km  17.82 US mpg21.4 UK mpg7.58 km/l,,Petrol (Gasoline),"10.1 kg/Hp, 98.8 Hp/tonne","6.9 kg/Nm, 145.2 Nm/tonne",Engine specs,177 Hp @ 5200 rpm.,55.9 Hp/l,260 Nm @ 3750 rpm.  191.77 lb.-ft. @ 3750 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1791 kg  3948.48 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,Helical spring,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/75 R15,15,1998 year,,,,,,4,OHC,,83 l  21.93 US gal | 18.26 UK gal,Dimensions,4480 mm  176.38 in.,1690 mm  66.54 in.,1660 mm  65.35 in.,2760 mm  108.66 in.,1440 mm  56.69 in.,1445 mm  56.89 in.,4,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.3,,,,2225 kg  4905.29 lbs.,434 kg  956.81 lbs.,,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo,3.2 i 4WD LS (177 Hp),1989 year,Internal Combustion engine,Off-road vehicle,6,4,Performance specs,,,13.2 l/100 km  17.82 US mpg21.4 UK mpg7.58 km/l,,Petrol (Gasoline),"10.1 kg/Hp, 98.8 Hp/tonne","6.9 kg/Nm, 145.2 Nm/tonne",Engine specs,177 Hp @ 5200 rpm.,55.9 Hp/l,260 Nm @ 3750 rpm.  191.77 lb.-ft. @ 3750 rpm.,"Front, Longitudinal",3165 cm3 193.14 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1791 kg  3948.48 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,Helical spring,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/75 R15 P,,1998 year,,,,,,4,OHC,,83 l  21.93 US gal | 18.26 UK gal,Dimensions,4480 mm  176.38 in.,1690 mm  66.54 in.,1660 mm  65.35 in.,2760 mm  108.66 in.,1440 mm  56.69 in.,1445 mm  56.89 in.,,,,93.4 mm  3.68 in.,77 mm  3.03 in.,9.3,,,,2225 kg  4905.29 lbs.,434 kg  956.81 lbs.,,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Rodeo,Rodeo,2.6 i S (120 Hp),1995 year,Internal Combustion engine,Off-road vehicle,6,4,Performance specs,,,12.2 l/100 km  19.28 US mpg23.15 UK mpg8.2 km/l,,Petrol (Gasoline),"13.4 kg/Hp, 74.8 Hp/tonne","7.9 kg/Nm, 127.1 Nm/tonne",Engine specs,120 Hp @ 4600 rpm.,46.9 Hp/l,204 Nm @ 2600 rpm.  150.46 lb.-ft. @ 2600 rpm.,"Front, Longitudinal",2559 cm3 156.16 cu. in.,4,Inline,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1605 kg  3538.42 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),225/75 R15,,1998 year,,,,,,2,OHC,,83 l  21.93 US gal | 18.26 UK gal,Dimensions,4480 mm  176.38 in.,1690 mm  66.54 in.,1660 mm  65.35 in.,2760 mm  108.66 in.,1440 mm  56.69 in.,1445 mm  56.89 in.,,,,92.6 mm  3.65 in.,95 mm  3.74 in.,8.3,,,,2066 kg  4554.75 lbs.,461 kg  1016.33 lbs.,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Stylus,Stylus,1.6 i (97 Hp),1990 year,Internal Combustion engine,Sedan,,,Performance specs,,,,,Petrol (Gasoline),,,Engine specs,97 Hp,,,,,,,,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,1993 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Trooper,Trooper,3.5 V6 24V (215 Hp) Automatic,2000 year,Internal Combustion engine,Off-road vehicle,5,3,Performance specs,20.8 l/100 km  11.31 US mpg13.58 UK mpg4.81 km/l,11.9 l/100 km  19.77 US mpg23.74 UK mpg8.4 km/l,,,Petrol (Gasoline),"9 kg/Hp, 110.8 Hp/tonne","6.2 kg/Nm, 160.8 Nm/tonne",Engine specs,215 Hp @ 5400 rpm.,61.5 Hp/l,312 Nm @ 3000 rpm.  230.12 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3494 cm3 213.22 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1940 kg  4276.97 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Torsion,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),P245/70 R16,16,2002 year,9.2 sec,9.2 sec,8.7 sec,180 km/h  111.85 mph,,4,DOHC,770 l  27.19 cu. ft.,85 l  22.45 US gal | 18.7 UK gal,Dimensions,4365 mm  171.85 in.,1835 mm  72.24 in.,1835 mm  72.24 in.,2330 mm  91.73 in.,1515 mm  59.65 in.,1520 mm  59.84 in.,4,,,93.4 mm  3.68 in.,85 mm  3.35 in.,9.1,,,,2600 kg  5732.02 lbs.,660 kg  1455.05 lbs.,2070 l  73.1 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Trooper,Trooper,3.5 V6 24V (215 Hp),2000 year,Internal Combustion engine,Off-road vehicle,5,3,Performance specs,19.2 l/100 km  12.25 US mpg14.71 UK mpg5.21 km/l,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,,,Petrol (Gasoline),"9 kg/Hp, 110.8 Hp/tonne","6.2 kg/Nm, 160.8 Nm/tonne",Engine specs,215 Hp @ 5400 rpm.,61.5 Hp/l,312 Nm @ 3000 rpm.  230.12 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3494 cm3 213.22 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1940 kg  4276.97 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Torsion,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),P245/70 R16,,2002 year,11.3 sec,11.3 sec,10.7 sec,180 km/h  111.85 mph,,4,DOHC,770 l  27.19 cu. ft.,85 l  22.45 US gal | 18.7 UK gal,Dimensions,4365 mm  171.85 in.,1835 mm  72.24 in.,1835 mm  72.24 in.,2330 mm  91.73 in.,1515 mm  59.65 in.,1520 mm  59.84 in.,,,,93.4 mm  3.68 in.,85 mm  3.35 in.,9.1,,,,2600 kg  5732.02 lbs.,660 kg  1455.05 lbs.,2070 l  73.1 cu. ft.,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Trooper,Trooper,3.5 i V6 24V Wagoon (215 Hp) AUTOMATIC,1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,19.2 l/100 km  12.25 US mpg14.71 UK mpg5.21 km/l,11.9 l/100 km  19.77 US mpg23.74 UK mpg8.4 km/l,,,Petrol (Gasoline),"9.5 kg/Hp, 105.1 Hp/tonne","6.6 kg/Nm, 152.6 Nm/tonne",Engine specs,215 Hp @ 5400 rpm.,61.5 Hp/l,312 Nm @ 3000 rpm.  230.12 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3494 cm3 213.22 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2045 kg  4508.45 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Torsion,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16,16,2003 year,9.6 sec,9.6 sec,9.1 sec,180 km/h  111.85 mph,,4,DOHC,1190 l  42.02 cu. ft.,85 l  22.45 US gal | 18.7 UK gal,Dimensions,4795 mm  188.78 in.,1835 mm  72.24 in.,1840 mm  72.44 in.,2760 mm  108.66 in.,1515 mm  59.65 in.,1520 mm  59.84 in.,4,,,93.4 mm  3.68 in.,85 mm  3.35 in.,9.1,,,,2730 kg  6018.62 lbs.,685 kg  1510.17 lbs.,2746 l  96.97 cu. ft.,,Hydraulic Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Trooper,Trooper,3.5 i V6 24V Wagoon (215 Hp),1998 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,19.2 l/100 km  12.25 US mpg14.71 UK mpg5.21 km/l,11 l/100 km  21.38 US mpg25.68 UK mpg9.09 km/l,,,Petrol (Gasoline),"9.5 kg/Hp, 105.1 Hp/tonne","6.6 kg/Nm, 152.6 Nm/tonne",Engine specs,215 Hp @ 5400 rpm.,61.5 Hp/l,312 Nm @ 3000 rpm.  230.12 lb.-ft. @ 3000 rpm.,"Front, Longitudinal",3494 cm3 213.22 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2045 kg  4508.45 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Torsion,Helical spring,Ventilated discs,Disc,ABS (Anti-lock braking system),245/70 R16,,2003 year,11.8 sec,11.8 sec,11.2 sec,180 km/h  111.85 mph,,4,DOHC,1190 l  42.02 cu. ft.,85 l  22.45 US gal | 18.7 UK gal,Dimensions,4795 mm  188.78 in.,1835 mm  72.24 in.,1840 mm  72.44 in.,2760 mm  108.66 in.,1515 mm  59.65 in.,1520 mm  59.84 in.,,,,93.4 mm  3.68 in.,85 mm  3.35 in.,9.1,,,,2730 kg  6018.62 lbs.,685 kg  1510.17 lbs.,2746 l  96.97 cu. ft.,,Hydraulic Steering,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
