Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Ride height (ground clearance),Approach angle,Departure angle,Ramp angle,"Drivetrain, brakes and suspension specs",Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Steering type,Power steering,Wheel rims size,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Engine location,Electric motor 2,System power,System torque,Internal combustion engine specs,Fuel System,Max. weight,Max load,Trunk (boot) space - minimum,Width including mirrors,Drag coefficient (Cd),Tires size,Electric motor power,Electric motor Torque,Minimum turning circle (turning diameter),End of production,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Valvetrain,Drivetrain Architecture,Number of Gears (manual transmission),Trunk (boot) space - maximum,Emission standard,Engine systems,CO2 emissions,Engine Model/Code,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Max. roof load,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Permitted towbar download,Front overhang,Rear overhang,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Engine oil capacity,Oil viscosity,AdBlue tank,Battery voltage,Battery technology,All-electric range (WLTP),"All-electric range (NEDC, WLTP equivalent)",Average Energy consumption (WLTP),"Average Energy consumption (NEDC, WLTP equivalent)",Max speed (electric),Coolant,Acceleration 0 - 60 mph,Engine oil specification,Net (usable) battery capacity,Average Energy consumption,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Maximum speed (LPG),Fuel tank capacity (LPG),Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Acceleration 0 - 200 km/h,Maximum engine speed,Electric motor 3,Power (Ethanol - E85),Acceleration 0 - 300 km/h
Kia,Carnival,Grand Carnival II (facelift 2010),2.2 E-VGT (197 Hp) Automatic,2010 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"10.6 kg/Hp, 94.5 Hp/tonne","4.8 kg/Nm, 209.1 Nm/tonne",Engine specs,197 Hp @ 3800 rpm.,89.6 Hp/l,436 Nm @ 2000 rpm.  321.58 lb.-ft. @ 2000 rpm.,2199 cm3 134.19 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2085 kg  4596.64 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1985 mm  78.15 in.,1780 mm  70.08 in.,3020 mm  118.9 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,912 l  32.21 cu. ft.,,0.34,235/60 R17,,,12.1 m  39.7 ft.,2014 year,,,,,,,85.4 mm  3.36 in.,96 mm  3.78 in.,16,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,4007 l  141.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,"Carnival II (VQ, facelift 2010)",3.8i V6 (254 Hp) Automatic,2010 year,Internal Combustion engine,Minivan,7,5,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,"7.8 kg/Hp, 127.6 Hp/tonne","5.8 kg/Nm, 172.4 Nm/tonne",Engine specs,254 Hp @ 6000 rpm.,67.2 Hp/l,343 Nm @ 3500 rpm.  252.98 lb.-ft. @ 3500 rpm.,3778 cm3 230.55 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1990 kg  4387.2 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1750 mm  68.9 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,5,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,16,,,,,"Front, Transverse",,,,,Multi-point indirect injection,,,364 l  12.85 cu. ft.,,,225/70 R16,,,,2014 year,13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,,10 sec,10 sec,9.5 sec,96 mm  3.78 in.,87 mm  3.43 in.,10.4,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,3440 l  121.48 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,"Carnival II (VQ, facelift 2010)",2.7 V6 16V (189 Hp) Automatic,2010 year,Internal Combustion engine,Minivan,7,5,Performance specs,Petrol (Gasoline),197 km/h  122.41 mph,"10.8 kg/Hp, 92.6 Hp/tonne","8.2 kg/Nm, 122.1 Nm/tonne",Engine specs,189 Hp @ 6000 rpm.,71.2 Hp/l,249 Nm @ 4000 rpm.  183.65 lb.-ft. @ 4000 rpm.,2656 cm3 162.08 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2040 kg  4497.43 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1760 mm  69.29 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,4,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,16; 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2785 kg  6139.87 lbs.,745 kg  1642.44 lbs.,364 l  12.85 cu. ft.,,0.34,225/70 R16; 235/60 R17,,,11 m  36.09 ft.,2012 year,12.3 l/100 km  19.12 US mpg22.97 UK mpg8.13 km/l,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,12.9 sec,12.9 sec,12.3 sec,86.7 mm  3.41 in.,75 mm  2.95 in.,10.4,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,3440 l  121.48 cu. ft.,Euro 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,"Carnival II (VQ, facelift 2010)",2.2 E-VGT (197 Hp) Automatic,2010 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"10.3 kg/Hp, 97 Hp/tonne","4.7 kg/Nm, 214.8 Nm/tonne",Engine specs,197 Hp @ 3800 rpm.,89.6 Hp/l,436 Nm @ 2000 rpm.  321.58 lb.-ft. @ 2000 rpm.,2199 cm3 134.19 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2030 kg  4475.38 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1760 mm  69.29 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,364 l  12.85 cu. ft.,,0.34,235/60 R17,,,11 m  36.09 ft.,2014 year,,,,,,,85.4 mm  3.36 in.,96 mm  3.78 in.,16,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,3440 l  121.48 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Grand Carnival II,3.8 V6 (248 Hp) Automatic,2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Petrol (Gasoline),,"8.3 kg/Hp, 120.3 Hp/tonne","6 kg/Nm, 166.3 Nm/tonne",Engine specs,248 Hp @ 6000 rpm.,65.6 Hp/l,343 Nm @ 3500 rpm.  252.98 lb.-ft. @ 3500 rpm.,3778 cm3 230.55 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2062 kg  4545.93 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1985 mm  78.15 in.,1760 mm  69.29 in.,3020 mm  118.9 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,5,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,16,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2780 kg  6128.85 lbs.,718 kg  1582.92 lbs.,912 l  32.21 cu. ft.,,0.34,225/70 R16,,,12.1 m  39.7 ft.,2010 year,,,,,,,96 mm  3.78 in.,87 mm  3.43 in.,10.4,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,4007 l  141.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Grand Carnival II,2.9 CRDi (192 Hp) Automatic,2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"11.5 kg/Hp, 87.1 Hp/tonne","6.4 kg/Nm, 155.6 Nm/tonne",Engine specs,192 Hp @ 3800 rpm.,66.2 Hp/l,343 Nm @ 1750-3500 rpm.  252.98 lb.-ft. @ 1750-3500 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2205 kg  4861.19 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1985 mm  78.15 in.,1780 mm  70.08 in.,3020 mm  118.9 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,5,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,912 l  32.21 cu. ft.,,0.34,235/60 R17,,,12.1 m  39.7 ft.,2010 year,,,,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,18.4,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,4007 l  141.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Grand Carnival II,2.9 CRDi (185 Hp) Automatic,2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"11.5 kg/Hp, 86.8 Hp/tonne","6.2 kg/Nm, 160.9 Nm/tonne",Engine specs,185 Hp @ 3800 rpm.,63.7 Hp/l,343 Nm @ 1750-3500 rpm.  252.98 lb.-ft. @ 1750-3500 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2132 kg  4700.26 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1985 mm  78.15 in.,1780 mm  70.08 in.,3020 mm  118.9 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,5,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,2920 kg  6437.5 lbs.,788 kg  1737.24 lbs.,912 l  32.21 cu. ft.,,0.34,235/60 R17,,,12.1 m  39.7 ft.,2010 year,,,,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,18,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,4007 l  141.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Grand Carnival II,2.9 CRDi (170 Hp) Automatic,2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"13 kg/Hp, 76.9 Hp/tonne","6.3 kg/Nm, 159.7 Nm/tonne",Engine specs,170 Hp @ 3700 rpm.,58.6 Hp/l,353 Nm @ 2000-3000 rpm.  260.36 lb.-ft. @ 2000-3000 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2211 kg  4874.42 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1985 mm  78.15 in.,1780 mm  70.08 in.,3020 mm  118.9 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,5,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,912 l  32.21 cu. ft.,,0.34,235/60 R17,,,12.1 m  39.7 ft.,2010 year,,,,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,4007 l  141.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Grand Carnival II,2.9 CRDi (170 Hp),2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"13 kg/Hp, 76.9 Hp/tonne","6.3 kg/Nm, 159.7 Nm/tonne",Engine specs,170 Hp @ 3700 rpm.,58.6 Hp/l,353 Nm @ 2000-3000 rpm.  260.36 lb.-ft. @ 2000-3000 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2211 kg  4874.42 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,5130 mm  201.97 in.,1985 mm  78.15 in.,1780 mm  70.08 in.,3020 mm  118.9 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,912 l  32.21 cu. ft.,,0.34,235/60 R17,,,12.1 m  39.7 ft.,2010 year,,,,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,4007 l  141.51 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Carnival II (VQ),2.9 CRDi (185 Hp) Automatic,2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,194 km/h  120.55 mph,"11.4 kg/Hp, 87.5 Hp/tonne","6.2 kg/Nm, 162.3 Nm/tonne",Engine specs,185 Hp @ 3800 rpm.,63.7 Hp/l,343 Nm @ 1750-3500 rpm.  252.98 lb.-ft. @ 1750-3500 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2114 kg  4660.57 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1815 mm  71.46 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,5,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,16,,,,,"Front, Transverse",,,,,Diesel Commonrail,2920 kg  6437.5 lbs.,806 kg  1776.93 lbs.,241 l  8.51 cu. ft.,,0.34,225/70 R16,,,11.64 m  38.19 ft.,2010 year,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,18,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1666 l  58.83 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Carnival II (VQ),2.9 CRDi (185 Hp),2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,197 km/h  122.41 mph,"11.3 kg/Hp, 88.4 Hp/tonne","6.1 kg/Nm, 163.9 Nm/tonne",Engine specs,185 Hp @ 3800 rpm.,63.7 Hp/l,343 Nm @ 1750-3500 rpm.  252.98 lb.-ft. @ 1750-3500 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2093 kg  4614.28 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1815 mm  71.46 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,16,,,,,"Front, Transverse",,,,,Diesel Commonrail,2900 kg  6393.41 lbs.,807 kg  1779.13 lbs.,241 l  8.51 cu. ft.,,0.34,225/70 R16,,,11.64 m  38.19 ft.,2010 year,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,18,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,1666 l  58.83 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Carnival II (VQ),2.9 CRDi (170 Hp) Automatic,2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"12.6 kg/Hp, 79.4 Hp/tonne","6.1 kg/Nm, 165 Nm/tonne",Engine specs,170 Hp @ 3700 rpm.,58.6 Hp/l,353 Nm @ 2000-3000 rpm.  260.36 lb.-ft. @ 2000-3000 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",2140 kg  4717.89 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1760 mm  69.29 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,5,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,241 l  8.51 cu. ft.,,0.34,235/60 R17,,,11 m  36.09 ft.,2010 year,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,7.9 l/100 km  29.77 US mpg35.76 UK mpg12.66 km/l,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1666 l  58.83 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Carnival II (VQ),2.7i V6 (189 Hp) Automatic,2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Petrol (Gasoline),182 km/h  113.09 mph,"10.4 kg/Hp, 95.9 Hp/tonne","8 kg/Nm, 124.8 Nm/tonne",Engine specs,189 Hp @ 6000 rpm.,71.2 Hp/l,246 Nm @ 4000 rpm.  181.44 lb.-ft. @ 4000 rpm.,2656 cm3 162.08 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1971 kg  4345.31 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1815 mm  71.46 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,4,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2785 kg  6139.87 lbs.,814 kg  1794.56 lbs.,241 l  8.51 cu. ft.,,0.34,235/60 R17H,,,11.64 m  38.19 ft.,2010 year,15 l/100 km  15.68 US mpg18.83 UK mpg6.67 km/l,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,10.9 l/100 km  21.58 US mpg25.92 UK mpg9.17 km/l,,,,86.7 mm  3.41 in.,75 mm  2.95 in.,10.4,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1666 l  58.83 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,Carnival II (VQ),2.7i V6 (189 Hp),2006 year,Internal Combustion engine,Minivan,7,5,Performance specs,Petrol (Gasoline),182 km/h  113.09 mph,"10.3 kg/Hp, 97 Hp/tonne","7.9 kg/Nm, 126.2 Nm/tonne",Engine specs,189 Hp @ 6000 rpm.,71.2 Hp/l,246 Nm @ 4000 rpm.  181.44 lb.-ft. @ 4000 rpm.,2656 cm3 162.08 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1949 kg  4296.81 lbs.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4810 mm  189.37 in.,1985 mm  78.15 in.,1815 mm  71.46 in.,2890 mm  113.78 in.,1685 mm  66.34 in.,1685 mm  66.34 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,McPherson,dependent spring suspension with transverse steering rod,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,,17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2765 kg  6095.78 lbs.,816 kg  1798.97 lbs.,241 l  8.51 cu. ft.,,,235/60 R17H,,,11.64 m  38.19 ft.,2010 year,15 l/100 km  15.68 US mpg18.83 UK mpg6.67 km/l,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,10.9 l/100 km  21.58 US mpg25.92 UK mpg9.17 km/l,,,,86.7 mm  3.41 in.,75 mm  2.95 in.,10.4,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,1666 l  58.83 cu. ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,"Carnival I (UP/GQ, facelift 2001)",2.9 TD (130 Hp) Automatic,2001 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"14.3 kg/Hp, 69.7 Hp/tonne","5.8 kg/Nm, 173.7 Nm/tonne",Engine specs,130 Hp @ 3800 rpm.,44.8 Hp/l,324 Nm @ 1800 rpm.  238.97 lb.-ft. @ 1800 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1865 kg  4111.62 lbs.,75 l  19.81 US gal | 16.5 UK gal,Dimensions,4925 mm  193.9 in.,1900 mm  74.8 in.,1735 mm  68.31 in.,2905 mm  114.37 in.,1625 mm  63.98 in.,1600 mm  62.99 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,4,Coil spring,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,15,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,,,,215/70 R15,,,13 m  42.65 ft.,2005 year,,,,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,19,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Carnival,"Carnival I (UP/GQ, facelift 2001)",2.9 TD (130 Hp),2001 year,Internal Combustion engine,Minivan,7,5,Performance specs,Diesel,,"14.3 kg/Hp, 70.1 Hp/tonne","5.7 kg/Nm, 174.7 Nm/tonne",Engine specs,130 Hp @ 3800 rpm.,44.8 Hp/l,324 Nm @ 1800 rpm.  238.97 lb.-ft. @ 1800 rpm.,2902 cm3 177.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1855 kg  4089.57 lbs.,75 l  19.81 US gal | 16.5 UK gal,Dimensions,4925 mm  193.9 in.,1900 mm  74.8 in.,1730 mm  68.11 in.,2905 mm  114.37 in.,1625 mm  63.98 in.,1600 mm  62.99 in.,170 mm  6.69 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Wishbone,Helical spring,Ventilated discs,Drum,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,15,,,,,"Front, Transverse",,,,,Diesel Commonrail,,,,,,215/70 R15,,,13 m  42.65 ft.,2005 year,,,,,,,97.1 mm  3.82 in.,98 mm  3.86 in.,19,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
