Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Ride height (ground clearance),Approach angle,Departure angle,Ramp angle,"Drivetrain, brakes and suspension specs",Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Steering type,Power steering,Wheel rims size,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Engine location,Electric motor 2,System power,System torque,Internal combustion engine specs,Fuel System,Max. weight,Max load,Trunk (boot) space - minimum,Width including mirrors,Drag coefficient (Cd),Tires size,Electric motor power,Electric motor Torque,Minimum turning circle (turning diameter),End of production,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Valvetrain,Drivetrain Architecture,Number of Gears (manual transmission),Trunk (boot) space - maximum,Emission standard,Engine systems,CO2 emissions,Engine Model/Code,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Max. roof load,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Permitted towbar download,Front overhang,Rear overhang,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Engine oil capacity,Oil viscosity,AdBlue tank,Battery voltage,Battery technology,All-electric range (WLTP),"All-electric range (NEDC, WLTP equivalent)",Average Energy consumption (WLTP),"Average Energy consumption (NEDC, WLTP equivalent)",Max speed (electric),Coolant,Acceleration 0 - 60 mph,Engine oil specification,Net (usable) battery capacity,Average Energy consumption,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Maximum speed (LPG),Fuel tank capacity (LPG),Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Acceleration 0 - 200 km/h,Maximum engine speed,Electric motor 3,Power (Ethanol - E85),Acceleration 0 - 300 km/h
Kia,Stonic,Stonic,1.6 CRDi (136 Hp),2018 year,Internal Combustion engine,Crossover,5,5,Performance specs,Diesel,184 km/h  114.33 mph,"9.5 kg/Hp, 105.6 Hp/tonne","4.6 kg/Nm, 217.4 Nm/tonne",Engine specs,136 Hp @ 4000 rpm.,85.1 Hp/l,280 Nm @ 1500-3000 rpm.  206.52 lb.-ft. @ 1500-3000 rpm.,1598 cm3 97.52 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1288 kg  2839.55 lbs.,45 l  11.89 US gal | 9.9 UK gal,Dimensions,4140 mm  162.99 in.,1760 mm  69.29 in.,1520 mm  59.84 in.,2580 mm  101.57 in.,1531 mm  60.28 in.,1539 mm  60.59 in.,183 mm  7.2 in.,15.4°,30.4°,,"Drivetrain, brakes and suspension specs",Front wheel drive,,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,1720 kg  3791.95 lbs.,432 kg  952.4 lbs.,352 l  12.43 cu. ft.,2025 mm  79.72 in.,0.34,205/55 R17,,,10.4 m  34.12 ft.,2020 year,4.7 l/100 km  50.05 US mpg60.1 UK mpg21.28 km/l,3.8 l/100 km  61.9 US mpg74.34 UK mpg26.32 km/l,4.1 l/100 km  57.37 US mpg68.9 UK mpg24.39 km/l,10.3 sec,10.3 sec,9.8 sec,77 mm  3.03 in.,85.8 mm  3.38 in.,16,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1155 l  40.79 cu. ft.,Euro 6d,Particulate filter,108 g/km,,,,,,,1110 kg  2447.13 lbs.,450 kg  992.08 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Stonic,Stonic,1.6 CRDi (116 Hp),2018 year,Internal Combustion engine,Crossover,5,5,Performance specs,Diesel,180 km/h  111.85 mph,"10.3 kg/Hp, 97.1 Hp/tonne","4.3 kg/Nm, 234.3 Nm/tonne",Engine specs,116 Hp @ 4000 rpm.,72.6 Hp/l,280 Nm @ 1500-2750 rpm.  206.52 lb.-ft. @ 1500-2750 rpm.,1598 cm3 97.52 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1195 kg  2634.52 lbs.,45 l  11.89 US gal | 9.9 UK gal,Dimensions,4140 mm  162.99 in.,1760 mm  69.29 in.,1520 mm  59.84 in.,2580 mm  101.57 in.,1531 mm  60.28 in.,1539 mm  60.59 in.,183 mm  7.2 in.,15.4°,30.4°,,"Drivetrain, brakes and suspension specs",Front wheel drive,,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,17,,,,,"Front, Transverse",,,,,Diesel Commonrail,1720 kg  3791.95 lbs.,525 kg  1157.43 lbs.,352 l  12.43 cu. ft.,2025 mm  79.72 in.,0.34,205/55 R17,,,10.4 m  34.12 ft.,2020 year,4.3 l/100 km  54.7 US mpg65.69 UK mpg23.26 km/l,3.7 l/100 km  63.57 US mpg76.35 UK mpg27.03 km/l,3.9 l/100 km  60.31 US mpg72.43 UK mpg25.64 km/l,10.9 sec,10.9 sec,10.4 sec,77 mm  3.03 in.,85.8 mm  3.38 in.,16,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1155 l  40.79 cu. ft.,Euro 6d,Particulate filter,103 g/km,,,,,,,1110 kg  2447.13 lbs.,450 kg  992.08 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Stonic,Stonic,1.6 CRDi (110 Hp),2017 year,Internal Combustion engine,Crossover,5,5,Performance specs,Diesel,175 km/h  108.74 mph,"11.4 kg/Hp, 87.6 Hp/tonne","4.8 kg/Nm, 207.2 Nm/tonne",Engine specs,110 Hp @ 4000 rpm.,69.5 Hp/l,260 Nm @ 1500-2750 rpm.  191.77 lb.-ft. @ 1500-2750 rpm.,1582 cm3 96.54 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1255 kg  2766.8 lbs.,45 l  11.89 US gal | 9.9 UK gal,Dimensions,4140 mm  162.99 in.,1760 mm  69.29 in.,1520 mm  59.84 in.,2580 mm  101.57 in.,,,165-183 mm  6.5 - 7.2 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,15; 17,,,,,"Front, Transverse",,,,,Diesel Commonrail,1700 kg  3747.86 lbs.,445 kg  981.06 lbs.,332 l  11.72 cu. ft.,,,185/65 R15; 205/55 R17,,,10.4 m  34.12 ft.,2020 year,4.9 l/100 km  48 US mpg57.65 UK mpg20.41 km/l,3.8 l/100 km  61.9 US mpg74.34 UK mpg26.32 km/l,4.2 l/100 km  56 US mpg67.26 UK mpg23.81 km/l,11.3 sec,11.3 sec,10.7 sec,,,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1135 l  40.08 cu. ft.,Euro 6,Particulate filter,109 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Stonic,Stonic,1.4i (100 Hp),2017 year,Internal Combustion engine,Crossover,5,5,Performance specs,Petrol (Gasoline),172 km/h  106.88 mph,"11.6 kg/Hp, 86.2 Hp/tonne","8.7 kg/Nm, 114.7 Nm/tonne",Engine specs,100 Hp @ 6000 rpm.,73.1 Hp/l,133 Nm @ 4000 rpm.  98.1 lb.-ft. @ 4000 rpm.,1368 cm3 83.48 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1160 kg  2557.36 lbs.,45 l  11.89 US gal | 9.9 UK gal,Dimensions,4140 mm  162.99 in.,1760 mm  69.29 in.,1520 mm  59.84 in.,2580 mm  101.57 in.,,,165-183 mm  6.5 - 7.2 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,15; 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,1610 kg  3549.44 lbs.,450 kg  992.08 lbs.,332 l  11.72 cu. ft.,,,185/65 R15; 205/55 R17,,,10.4 m  34.12 ft.,2020 year,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,4.6 l/100 km  51.13 US mpg61.41 UK mpg21.74 km/l,5.5 l/100 km  42.77 US mpg51.36 UK mpg18.18 km/l,12.6 sec,12.6 sec,12 sec,,,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1135 l  40.08 cu. ft.,Euro 6,,125 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Stonic,Stonic,1.2i (84 Hp),2017 year,Internal Combustion engine,Crossover,5,5,Performance specs,Petrol (Gasoline),165 km/h  102.53 mph,"13.6 kg/Hp, 73.4 Hp/tonne","9.4 kg/Nm, 106.6 Nm/tonne",Engine specs,84 Hp @ 6000 rpm.,67.3 Hp/l,122 Nm @ 4000 rpm.  89.98 lb.-ft. @ 4000 rpm.,1248 cm3 76.16 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1145 kg  2524.29 lbs.,45 l  11.89 US gal | 9.9 UK gal,Dimensions,4140 mm  162.99 in.,1760 mm  69.29 in.,1520 mm  59.84 in.,2580 mm  101.57 in.,,,165-183 mm  6.5 - 7.2 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,15; 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,1600 kg  3527.4 lbs.,455 kg  1003.1 lbs.,332 l  11.72 cu. ft.,,,185/65 R15; 205/55 R17,,,10.4 m  34.12 ft.,2020 year,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,4.6 l/100 km  51.13 US mpg61.41 UK mpg21.74 km/l,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,13.2 sec,13.2 sec,12.5 sec,,,,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,1135 l  40.08 cu. ft.,Euro 6,,118 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Stonic,Stonic,1.0 T-GDI (120 Hp),2017 year,Internal Combustion engine,Crossover,5,5,Performance specs,Petrol (Gasoline),184 km/h  114.33 mph,"9.9 kg/Hp, 101.3 Hp/tonne","6.9 kg/Nm, 145.1 Nm/tonne",Engine specs,120 Hp @ 6000 rpm.,120.2 Hp/l,172 Nm @ 1500-4000 rpm.  126.86 lb.-ft. @ 1500-4000 rpm.,998 cm3 60.9 cu. in.,3,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1185 kg  2612.48 lbs.,45 l  11.89 US gal | 9.9 UK gal,Dimensions,4140 mm  162.99 in.,1760 mm  69.29 in.,1520 mm  59.84 in.,2580 mm  101.57 in.,,,165-183 mm  6.5 - 7.2 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,,,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,15; 17,,,,,"Front, Transverse",,,,,Direct injection,1640 kg  3615.58 lbs.,455 kg  1003.1 lbs.,332 l  11.72 cu. ft.,,,185/65 R15; 205/55 R17,,,10.4 m  34.12 ft.,2020 year,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,4.5 l/100 km  52.27 US mpg62.77 UK mpg22.22 km/l,5 l/100 km  47.04 US mpg56.5 UK mpg20 km/l,10.3 sec,10.3 sec,9.8 sec,71 mm  2.8 in.,84 mm  3.31 in.,10,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1135 l  40.08 cu. ft.,Euro 6,,115 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Stonic,Stonic,1.0 T-GDI (100 Hp),2019 year,Internal Combustion engine,Crossover,5,5,Performance specs,Petrol (Gasoline),182 km/h  113.09 mph,"11.1 kg/Hp, 90.5 Hp/tonne","6.4 kg/Nm, 155.7 Nm/tonne",Engine specs,100 Hp @ 4500 rpm.,100.2 Hp/l,172 Nm @ 1500-4000 rpm.  126.86 lb.-ft. @ 1500-4000 rpm.,998 cm3 60.9 cu. in.,3,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1105-1198 kg  2436.11 - 2641.14 lbs.,45 l  11.89 US gal | 9.9 UK gal,Dimensions,4140 mm  162.99 in.,1760 mm  69.29 in.,1520 mm  59.84 in.,2580 mm  101.57 in.,1531-1537 mm  60.28 - 60.51 in.,1539-1544 mm  60.59 - 60.79 in.,165-183 mm  6.5 - 7.2 in.,14.9-16.4°,28.7-30.4°,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent type McPherson, Transverse stabilizer","Helical spring, Elastic beam","Ventilated discs, 280 mm","Disc, 262 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6J x 15; 6J x 16; 6.5J x 17,,,,,"Front, Transverse",,,,,Direct injection,1640 kg  3615.58 lbs.,442-535 kg  974.44 - 1179.47 lbs.,352 l  12.43 cu. ft.,2025 mm  79.72 in.,,185/65 R15; 195/55 R16; 205/55 R17,,,,2020 year,,,,10.8 sec,10.8 sec,10.3 sec,71 mm  2.8 in.,84 mm  3.31 in.,10,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,1155 l  40.79 cu. ft.,Euro 6d-TEMP,Start & Stop SystemParticulate filter,,G3LC,,,,,70 kg  154.32 lbs.,900 kg  1984.16 lbs.,450 kg  992.08 lbs.,75 kg  165.35 lbs.,830 mm  32.68 in.,730 mm  28.74 in.,,,5.9-6.1 l/100 km  39.87 - 38.56 US mpg47.88 - 46.31 UK mpg16.95 - 16.39 km/l,4.5-4.8 l/100 km  52.27 - 49 US mpg62.77 - 58.85 UK mpg22.22 - 20.83 km/l,5-5.2 l/100 km  47.04 - 45.23 US mpg56.5 - 54.32 UK mpg20 - 19.23 km/l,115-120 g/km,3.6 l  3.8 US qt | 3.17 UK qt,Log in to see.,,,,,,,,,5.5 l  5.81 US qt | 4.84 UK qt,,,,,,,,,,,,,,,,,,,,
Kia,Telluride,Telluride,3.8 V6 (291 Hp) AWD,"February, 2019 year",Internal Combustion engine,SUV,7-8,5,Performance specs,Petrol (Gasoline),,"6.6 kg/Hp, 150.8 Hp/tonne","5.4 kg/Nm, 183.9 Nm/tonne",Engine specs,291 Hp @ 6000 rpm.,77 Hp/l,355 Nm @ 5200 rpm.  261.83 lb.-ft. @ 5200 rpm.,3778 cm3 230.55 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1930-1974 kg  4254.92 - 4351.93 lbs.,71 l  18.76 US gal | 15.62 UK gal,Dimensions,5001 mm  196.89 in.,1989 mm  78.31 in.,1750 mm  68.9 in.,2901 mm  114.21 in.,1707 mm  67.2 in.,1717 mm  67.6 in.,203 mm  7.99 in.,17°,20.9°,,"Drivetrain, brakes and suspension specs",All wheel drive (4x4),8 Sportmatic,"Independent, Spring McPherson, with stabilizer",Multi-link independent,"Ventilated discs, 340 mm","Disc, 305 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,18,,,,,,,,,,Direct injection,2684 kg  5917.21 lbs.,710-754 kg  1565.28 - 1662.29 lbs.,595 l  21.01 cu. ft.,,,245/60 R18,,,,,,,,,,,,,13,4,DOHC,,,2464 l  87.02 cu. ft.,,,,,,,,,,2268 kg  5000.08 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Telluride,Telluride,3.8 V6 (291 Hp),"February, 2019 year",Internal Combustion engine,SUV,7-8,5,Performance specs,Petrol (Gasoline),,"6.4 kg/Hp, 156 Hp/tonne","5.3 kg/Nm, 190.3 Nm/tonne",Engine specs,291 Hp @ 6000 rpm.,77 Hp/l,355 Nm @ 5200 rpm.  261.83 lb.-ft. @ 5200 rpm.,3778 cm3 230.55 cu. in.,6,V-engine,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1865-1910 kg  4111.62 - 4210.83 lbs.,71 l  18.76 US gal | 15.62 UK gal,Dimensions,5001 mm  196.89 in.,1989 mm  78.31 in.,1750 mm  68.9 in.,2901 mm  114.21 in.,1707 mm  67.2 in.,1717 mm  67.6 in.,203 mm  7.99 in.,17°,20.9°,,"Drivetrain, brakes and suspension specs",Front wheel drive,8 Sportmatic,"Independent, Spring McPherson, with stabilizer",Multi-link independent,"Ventilated discs, 340 mm","Disc, 305 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,18,,,,,,,,,,Direct injection,2620 kg  5776.11 lbs.,710-755 kg  1565.28 - 1664.49 lbs.,595 l  21.01 cu. ft.,,,245/60 R18,,,,,,,,,,,,,13,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,2464 l  87.02 cu. ft.,,,,,,,,,,2268 kg  5000.08 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Telluride,Telluride Concept,3.5 V6 (400 Hp) Hybrid AWD,2016 year,PHEV (Plug-in Hybrid Electric Vehicle),SUV,7,5,Performance specs,petrol / electricity,,,,,270 Hp,,,,6,V-engine,,(adsbygoogle = window.adsbygoogle || []).push({});,,,,Dimensions,5001 mm  196.89 in.,2009 mm  79.09 in.,1801 mm  70.91 in.,3081 mm  121.3 in.,,,,,,,"Drivetrain, brakes and suspension specs",All wheel drive (4x4),,,,,,,,,22,Electric cars and hybrids specs,,,Electric motor 1,"Front, Transverse",,400 Hp,,Internal combustion engine specs,,,,,,,275/45 R22 112V,130 Hp,,,2019 year,,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Venga,Venga (facelift 2014),1.6 CRDI (128 Hp),2014 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Diesel,185 km/h  114.95 mph,"10 kg/Hp, 99.9 Hp/tonne","4.9 kg/Nm, 203 Nm/tonne",Engine specs,128 Hp @ 4000 rpm.,80.9 Hp/l,260 Nm @ 1900-2750 rpm.  191.77 lb.-ft. @ 1900-2750 rpm.,1582 cm3 96.54 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1281-1380 kg  2824.12 - 3042.38 lbs.,50 l  13.21 US gal | 11 UK gal,Dimensions,4075 mm  160.43 in.,1765 mm  69.49 in.,1600 mm  62.99 in.,2615 mm  102.95 in.,1541-1553 mm  60.67 - 61.14 in.,1545-1557 mm  60.83 - 61.3 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.0J X 15; 6.0J X 16; 6.5J X 17,,,,,"Front, Transverse",,,,,Diesel Commonrail,1810 kg  3990.37 lbs.,430-529 kg  947.99 - 1166.25 lbs.,314 l  11.09 cu. ft.,2020 mm  79.53 in.,,195/65 R15; 205/55 R16; 205/50 R17,,,10.42 m  34.19 ft.,,5.5 l/100 km  42.77 US mpg51.36 UK mpg18.18 km/l,4 l/100 km  58.8 US mpg70.62 UK mpg25 km/l,4.5 l/100 km  52.27 US mpg62.77 UK mpg22.22 km/l,11.1 sec,11.1 sec,10.5 sec,77.2 mm  3.04 in.,84.5 mm  3.33 in.,17,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1486 l  52.48 cu. ft.,Euro 6,Particulate filter,120 g/km,,,,,,70 kg  154.32 lbs.,1300 kg  2866.01 lbs.,550 kg  1212.54 lbs.,75 kg  165.35 lbs.,792 mm  31.18 in.,668 mm  26.3 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Venga,Venga (facelift 2014),1.6 (125 Hp) Automatic,2014 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,"9.8 kg/Hp, 102.3 Hp/tonne","7.8 kg/Nm, 127.7 Nm/tonne",Engine specs,125 Hp @ 6300 rpm.,78.6 Hp/l,156 Nm @ 4200 rpm.  115.06 lb.-ft. @ 4200 rpm.,1591 cm3 97.09 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1222-1335 kg  2694.05 - 2943.17 lbs.,50 l  13.21 US gal | 11 UK gal,Dimensions,4075 mm  160.43 in.,1765 mm  69.49 in.,1600 mm  62.99 in.,2615 mm  102.95 in.,1541-1553 mm  60.67 - 61.14 in.,1545-1557 mm  60.83 - 61.3 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.0J X 15; 6.0J X 16; 6.5J X 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,1780 kg  3924.23 lbs.,445-558 kg  981.06 - 1230.18 lbs.,314 l  11.09 cu. ft.,2020 mm  79.53 in.,,195/65 R15; 205/55 R16; 205/50 R17,,,10.42 m  34.19 ft.,,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,12.2 sec,12.2 sec,11.6 sec,77 mm  3.03 in.,85.44 mm  3.36 in.,10.5,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1486 l  52.48 cu. ft.,Euro 6,,150 g/km,,,,,,70 kg  154.32 lbs.,1100 kg  2425.08 lbs.,550 kg  1212.54 lbs.,75 kg  165.35 lbs.,792 mm  31.18 in.,668 mm  26.3 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Venga,Venga (facelift 2014),1.6 (125 Hp),2014 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),185 km/h  114.95 mph,"9.4 kg/Hp, 105.9 Hp/tonne","7.6 kg/Nm, 132.2 Nm/tonne",Engine specs,125 Hp @ 6300 rpm.,78.6 Hp/l,156 Nm @ 4200 rpm.  115.06 lb.-ft. @ 4200 rpm.,1591 cm3 97.09 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1180-1280 kg  2601.45 - 2821.92 lbs.,50 l  13.21 US gal | 11 UK gal,Dimensions,4075 mm  160.43 in.,1765 mm  69.49 in.,1600 mm  62.99 in.,2615 mm  102.95 in.,1541-1553 mm  60.67 - 61.14 in.,1545-1557 mm  60.83 - 61.3 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.0J X 15; 6.0J X 16; 6.5J X 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,1710 kg  3769.9 lbs.,430-530 kg  947.99 - 1168.45 lbs.,314 l  11.09 cu. ft.,2020 mm  79.53 in.,,195/65 R15; 205/55 R16; 205/50 R17,,,10.42 m  34.19 ft.,,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,5.7 l/100 km  41.27 US mpg49.56 UK mpg17.54 km/l,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,10.9 sec,10.9 sec,10.4 sec,77 mm  3.03 in.,85.44 mm  3.36 in.,10.5,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1486 l  52.48 cu. ft.,Euro 6,,148 g/km,,,,,,70 kg  154.32 lbs.,1300 kg  2866.01 lbs.,550 kg  1212.54 lbs.,75 kg  165.35 lbs.,792 mm  31.18 in.,668 mm  26.3 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Venga,Venga (facelift 2014),1.4 (90 Hp),2014 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),169 km/h  105.01 mph,"13.1 kg/Hp, 76.4 Hp/tonne","8.6 kg/Nm, 116.3 Nm/tonne",Engine specs,90 Hp @ 6000 rpm.,64.5 Hp/l,137 Nm @ 4000 rpm.  101.05 lb.-ft. @ 4000 rpm.,1396 cm3 85.19 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1178-1268 kg  2597.05 - 2795.46 lbs.,50 l  13.21 US gal | 11 UK gal,Dimensions,4075 mm  160.43 in.,1765 mm  69.49 in.,1600 mm  62.99 in.,2615 mm  102.95 in.,1541-1553 mm  60.67 - 61.14 in.,1545-1557 mm  60.83 - 61.3 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.0J X 15; 6.0J X 16; 6.5J X 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,1710 kg  3769.9 lbs.,442-532 kg  974.44 - 1172.86 lbs.,314 l  11.09 cu. ft.,2020 mm  79.53 in.,,195/65 R15; 205/55 R16; 205/50 R17,,,10.42 m  34.19 ft.,,7.2 l/100 km  32.67 US mpg39.23 UK mpg13.89 km/l,5.3 l/100 km  44.38 US mpg53.3 UK mpg18.87 km/l,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,12.8 sec,12.8 sec,12.2 sec,77 mm  3.03 in.,74.99 mm  2.95 in.,10.5,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,5,1486 l  52.48 cu. ft.,Euro 6,,140 g/km,,,,,,70 kg  154.32 lbs.,1300 kg  2866.01 lbs.,550 kg  1212.54 lbs.,75 kg  165.35 lbs.,792 mm  31.18 in.,668 mm  26.3 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
