Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Max. weight,Max load,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front brakes,Rear brakes,Tires size,Wheel rims size,Front track,Rear (Back) track,Compression ratio,Fuel consumption (economy) - combined,Position of cylinders,Fuel System,Valvetrain,Ride height (ground clearance),Number of Gears (manual transmission),Front suspension,Rear suspension,Assisting systems,Steering type,Power steering,Number of Gears (automatic transmission),Emission standard,Approach angle,Departure angle,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Front overhang,Rear overhang,Trunk (boot) space - minimum,Trunk (boot) space - maximum,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Acceleration 0 - 200 km/h,Acceleration 0 - 300 km/h,Maximum engine speed,Cylinder Bore,Piston Stroke,Width with mirrors folded,Width including mirrors,Drag coefficient (Cd),Acceleration 0 - 60 mph,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Average Energy consumption,Electric motor 1,Electric motor power,Electric motor 2,System power,System torque,Minimum turning circle (turning diameter),Engine oil capacity,Oil viscosity,Engine oil specification,Coolant,Engine systems,Permitted towbar download,Max. roof load,Ramp angle,Wading depth,Electric motor Torque,Internal combustion engine specs,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Battery voltage,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),Net (usable) battery capacity,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Electric motor 3,Power (CNG),Power per litre (CNG),Torque (CNG),CNG cylinder capacity,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Power (LPG),Power per litre (LPG),Torque (LPG),Fuel tank capacity (LPG),AdBlue tank,Max speed (electric),Permitted trailer load with brakes (8%)
Hyundai,Sonata,Sonata II (Y2),2.4 (114 Hp) Automatic,1989 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),190 km/h  118.06 mph,"11.1 kg/Hp, 90.5 Hp/tonne","6.7 kg/Nm, 150 Nm/tonne",Engine specs,114 Hp @ 4500 rpm.,48.5 Hp/l,189 Nm @ 3500 rpm.  139.4 lb.-ft. @ 3500 rpm.,"Front, Transverse",,2351 cm3 143.47 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1260 kg  2777.82 lbs.,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,185/70 R14,14,1461 mm  57.52 in.,1440 mm  56.69 in.,8.6,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,Inline,Multi-point indirect injection,DOHC,,,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,,,,,473 l  16.7 cu. ft.,,,,,,,,,,,86.5 mm  3.41 in.,100 mm  3.94 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),2.4 (114 Hp),1989 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),190 km/h  118.06 mph,"11 kg/Hp, 91.2 Hp/tonne","6.6 kg/Nm, 151.2 Nm/tonne",Engine specs,114 Hp @ 4500 rpm.,48.5 Hp/l,189 Nm @ 3500 rpm.  139.4 lb.-ft. @ 3500 rpm.,"Front, Transverse",,2351 cm3 143.47 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1250 kg  2755.78 lbs.,1740 kg  3836.04 lbs.,490 kg  1080.27 lbs.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,185/70 R14,14,1461 mm  57.52 in.,1440 mm  56.69 in.,8.6,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,Inline,Multi-point indirect injection,DOHC,,5,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,,,,,473 l  16.7 cu. ft.,,,,,,,,,,,86.5 mm  3.41 in.,100 mm  3.94 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),2.0 i 16V (131 Hp) Automatic,1988 year,1992 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),186 km/h  115.58 mph,"9.1 kg/Hp, 109.6 Hp/tonne","6.7 kg/Nm, 149 Nm/tonne",Engine specs,131 Hp @ 6000 rpm.,65.6 Hp/l,178 Nm @ 4500 rpm.  131.29 lb.-ft. @ 4500 rpm.,"Front, Transverse",,1997 cm3 121.86 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1195 kg  2634.52 lbs.,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 HR14,5.5J x 14,1455 mm  57.28 in.,1444 mm  56.85 in.,10,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,Inline,Multi-point indirect injection,DOHC,,,Coil spring,Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,11.7 l/100 km  20.1 US mpg24.14 UK mpg8.55 km/l,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,,,500 l  17.66 cu. ft.,,,13.4 sec,13.4 sec,12.7 sec,,,,,,85 mm  3.35 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),2.0 (102 Hp) CAT,1988 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),185 km/h  114.95 mph,,,Engine specs,102 Hp @ 5000 rpm.,51.1 Hp/l,159 Nm @ 4000 rpm.  117.27 lb.-ft. @ 4000 rpm.,"Front, Transverse",,1997 cm3 121.86 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,14,1461 mm  57.52 in.,1440 mm  56.69 in.,8.6,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,Inline,Multi-point indirect injection,OHC,,5,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,,,,,473 l  16.7 cu. ft.,,,,,,,,,,,85 mm  3.35 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),2.0 (102 Hp),1988 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),185 km/h  114.95 mph,"12.1 kg/Hp, 82.6 Hp/tonne","7.5 kg/Nm, 132.8 Nm/tonne",Engine specs,102 Hp @ 5000 rpm.,51.1 Hp/l,164 Nm @ 3500 rpm.  120.96 lb.-ft. @ 3500 rpm.,"Front, Transverse",,1997 cm3 121.86 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1235 kg  2722.71 lbs.,1740 kg  3836.04 lbs.,505 kg  1113.33 lbs.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,14,1461 mm  57.52 in.,1440 mm  56.69 in.,8.6,8.9 l/100 km  26.43 US mpg31.74 UK mpg11.24 km/l,Inline,Multi-point indirect injection,OHC,,5,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,,,473 l  16.7 cu. ft.,,,,,,,,,,,85 mm  3.35 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),1.8 (97 Hp) Automatic,1988 year,1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,"12.4 kg/Hp, 80.8 Hp/tonne","8.2 kg/Nm, 121.7 Nm/tonne",Engine specs,97 Hp @ 5200 rpm.,54 Hp/l,146 Nm @ 4000 rpm.  107.68 lb.-ft. @ 4000 rpm.,"Front, Transverse",,1796 cm3 109.6 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1200 kg  2645.55 lbs.,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,5.5J x 14,1455 mm  57.28 in.,1444 mm  56.85 in.,8.9,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,Inline,Multi-point indirect injection,OHC,,,Coil spring,Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,6.3 l/100 km  37.34 US mpg44.84 UK mpg15.87 km/l,,,500 l  17.66 cu. ft.,,,,,,,,,,,80.6 mm  3.17 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),1.8 (97 Hp),1988 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,,,Engine specs,97 Hp @ 5200 rpm.,54 Hp/l,146 Nm @ 4000 rpm.  107.68 lb.-ft. @ 4000 rpm.,"Front, Transverse",,1796 cm3 109.6 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,5.5J x 14,1461 mm  57.52 in.,1440 mm  56.69 in.,8.8,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,Inline,Multi-point indirect injection,OHC,,5,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,6.3 l/100 km  37.34 US mpg44.84 UK mpg15.87 km/l,,,473 l  16.7 cu. ft.,,,,,,,,,,,80.6 mm  3.17 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),1.8 (97 Hp),1988 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),180 km/h  111.85 mph,"12.4 kg/Hp, 80.8 Hp/tonne","8.2 kg/Nm, 121.7 Nm/tonne",Engine specs,97 Hp @ 5200 rpm.,54 Hp/l,146 Nm @ 4000 rpm.  107.68 lb.-ft. @ 4000 rpm.,"Front, Transverse",,1796 cm3 109.6 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1200 kg  2645.55 lbs.,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,5.5J x 14,1461 mm  57.52 in.,1440 mm  56.69 in.,8.8,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,Inline,Multi-point indirect injection,OHC,,5,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,11.4 l/100 km  20.63 US mpg24.78 UK mpg8.77 km/l,6.7 l/100 km  35.11 US mpg42.16 UK mpg14.93 km/l,,,473 l  16.7 cu. ft.,,,,,,,,,,,80.6 mm  3.17 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),1.8 (95 Hp) CAT Automatic,1988 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),160 km/h  99.42 mph,"12.9 kg/Hp, 77.6 Hp/tonne","8.6 kg/Nm, 116.7 Nm/tonne",Engine specs,95 Hp @ 5250 rpm.,52.9 Hp/l,143 Nm @ 4000 rpm.  105.47 lb.-ft. @ 4000 rpm.,"Front, Transverse",,1796 cm3 109.6 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1225 kg  2700.66 lbs.,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,5.5J x 14,1455 mm  57.28 in.,1444 mm  56.85 in.,8.9,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,Inline,Multi-point indirect injection,OHC,,,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,6.3 l/100 km  37.34 US mpg44.84 UK mpg15.87 km/l,,,473 l  16.7 cu. ft.,,,13 sec,13 sec,12.4 sec,,,,,,80.6 mm  3.17 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata II (Y2),1.8 (95 Hp) CAT,1988 year,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),160 km/h  99.42 mph,"12.6 kg/Hp, 79.2 Hp/tonne","8.4 kg/Nm, 119.2 Nm/tonne",Engine specs,95 Hp @ 5250 rpm.,52.9 Hp/l,143 Nm @ 4000 rpm.  105.47 lb.-ft. @ 4000 rpm.,"Front, Transverse",,1796 cm3 109.6 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1200 kg  2645.55 lbs.,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4680 mm  184.25 in.,1750 mm  68.9 in.,1410 mm  55.51 in.,2650 mm  104.33 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,5.5J x 14,1455 mm  57.28 in.,1444 mm  56.85 in.,8.8,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,Inline,Multi-point indirect injection,OHC,,5,"Independent, Spring McPherson, with stabilizer",Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,11.4 l/100 km  20.63 US mpg24.78 UK mpg8.77 km/l,6.7 l/100 km  35.11 US mpg42.16 UK mpg14.93 km/l,,,473 l  16.7 cu. ft.,,,13 sec,13 sec,12.4 sec,,,,,,80.6 mm  3.17 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata I (Y),2.0i (110 Hp) Automatic,1985 year,1987 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,110 Hp @ 5500 rpm.,55.1 Hp/l,164 Nm @ 3500 rpm.  120.96 lb.-ft. @ 3500 rpm.,,G4BT,1997 cm3 121.86 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4578 mm  180.24 in.,1755 mm  69.09 in.,1381 mm  54.37 in.,2579 mm  101.54 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,185/70 R14,14,1445 mm  56.89 in.,1425 mm  56.1 in.,,,Inline,Multi-point indirect injection,SOHC,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata I (Y),2.0i (110 Hp),1985 year,1987 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,110 Hp @ 5500 rpm.,55.1 Hp/l,164 Nm @ 3500 rpm.  120.96 lb.-ft. @ 3500 rpm.,,G4BT,1997 cm3 121.86 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4578 mm  180.24 in.,1755 mm  69.09 in.,1381 mm  54.37 in.,2579 mm  101.54 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,185/70 R14,14,1445 mm  56.89 in.,1425 mm  56.1 in.,,,Inline,Multi-point indirect injection,SOHC,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata I (Y),1.8i (100 Hp) Automatic,1985 year,1987 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,100 Hp @ 5500 rpm.,55.7 Hp/l,147 Nm @ 3500 rpm.  108.42 lb.-ft. @ 3500 rpm.,,G4BM,1795 cm3 109.54 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4578 mm  180.24 in.,1755 mm  69.09 in.,1381 mm  54.37 in.,2579 mm  101.54 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,185/70 R14,5.5J x 14,1445 mm  56.89 in.,1425 mm  56.1 in.,,,Inline,Multi-point indirect injection,SOHC,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Sonata,Sonata I (Y),1.8i (100 Hp),1985 year,1987 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,100 Hp @ 5500 rpm.,55.7 Hp/l,147 Nm @ 3500 rpm.  108.42 lb.-ft. @ 3500 rpm.,,G4BM,1795 cm3 109.54 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,,,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4578 mm  180.24 in.,1755 mm  69.09 in.,1381 mm  54.37 in.,2579 mm  101.54 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,185/70 R14,5.5J x 14,1445 mm  56.89 in.,1425 mm  56.1 in.,,,Inline,Multi-point indirect injection,SOHC,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Stellar,Stellar,2.0 (93 Hp) Automatic,1983 year,1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),175 km/h  108.74 mph,"13.2 kg/Hp, 75.6 Hp/tonne","8.1 kg/Nm, 122.8 Nm/tonne",Engine specs,93 Hp @ 5500 rpm.,46.6 Hp/l,151 Nm @ 3000 rpm.  111.37 lb.-ft. @ 3000 rpm.,"Front, Transverse",,1997 cm3 121.86 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1230 kg  2711.69 lbs.,,,54 l  14.27 US gal | 11.88 UK gal,Dimensions,4415 mm  173.82 in.,1715 mm  67.52 in.,1370 mm  53.94 in.,2580 mm  101.57 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Disc,Drum,185/70 SR13,13,1445 mm  56.89 in.,1425 mm  56.1 in.,8.5,,Inline,Carburettor,,,,Coil spring,Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,,,,,,,,,,,,,,,,85 mm  3.35 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Stellar,Stellar,2.0 (93 Hp),1983 year,1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),175 km/h  108.74 mph,"13.2 kg/Hp, 75.6 Hp/tonne","8.1 kg/Nm, 122.8 Nm/tonne",Engine specs,93 Hp @ 5500 rpm.,46.6 Hp/l,151 Nm @ 3000 rpm.  111.37 lb.-ft. @ 3000 rpm.,"Front, Transverse",,1997 cm3 121.86 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1230 kg  2711.69 lbs.,,,54 l  14.27 US gal | 11.88 UK gal,Dimensions,4415 mm  173.82 in.,1715 mm  67.52 in.,1370 mm  53.94 in.,2580 mm  101.57 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Disc,Drum,185/70 SR13,,1445 mm  56.89 in.,1425 mm  56.1 in.,8.5,,Inline,Carburettor,,,5,Coil spring,Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,14 l/100 km  16.8 US mpg20.18 UK mpg7.14 km/l,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,,,,,,,,,,,,,,85 mm  3.35 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Stellar,Stellar,1.6 (75 Hp) Automatic,1983 year,1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),160 km/h  99.42 mph,"13.7 kg/Hp, 72.8 Hp/tonne","7.5 kg/Nm, 133 Nm/tonne",Engine specs,75 Hp @ 5200 rpm.,47 Hp/l,137 Nm @ 4000 rpm.  101.05 lb.-ft. @ 4000 rpm.,"Front, Transverse",,1597 cm3 97.45 cu. in.,4,2,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1030 kg  2270.76 lbs.,,,54 l  14.27 US gal | 11.88 UK gal,Dimensions,4415 mm  173.82 in.,1715 mm  67.52 in.,1370 mm  53.94 in.,2580 mm  101.57 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Disc,Drum,165/80 SR13,,1445 mm  56.89 in.,1425 mm  56.1 in.,8.5,,Inline,Carburettor,,,,Coil spring,Helical spring,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,3,,,,,,,,,,,,,,,,,,,76.9 mm  3.03 in.,86 mm  3.39 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
