Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Max. weight,Max load,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front brakes,Rear brakes,Tires size,Wheel rims size,Front track,Rear (Back) track,Compression ratio,Fuel consumption (economy) - combined,Position of cylinders,Fuel System,Valvetrain,Ride height (ground clearance),Number of Gears (manual transmission),Front suspension,Rear suspension,Assisting systems,Steering type,Power steering,Number of Gears (automatic transmission),Emission standard,Approach angle,Departure angle,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Front overhang,Rear overhang,Trunk (boot) space - minimum,Trunk (boot) space - maximum,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Acceleration 0 - 200 km/h,Acceleration 0 - 300 km/h,Maximum engine speed,Cylinder Bore,Piston Stroke,Width with mirrors folded,Width including mirrors,Drag coefficient (Cd),Acceleration 0 - 60 mph,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Average Energy consumption,Electric motor 1,Electric motor power,Electric motor 2,System power,System torque,Minimum turning circle (turning diameter),Engine oil capacity,Oil viscosity,Engine oil specification,Coolant,Engine systems,Permitted towbar download,Max. roof load,Ramp angle,Wading depth,Electric motor Torque,Internal combustion engine specs,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Battery voltage,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),Net (usable) battery capacity,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Electric motor 3,Power (CNG),Power per litre (CNG),Torque (CNG),CNG cylinder capacity,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Power (LPG),Power per litre (LPG),Torque (LPG),Fuel tank capacity (LPG),AdBlue tank,Max speed (electric),Permitted trailer load with brakes (8%)
Honda,Accord,Accord VII,2.4 i-VTEC 16V Type-S (190 Hp),2002 year,2007 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),227 km/h  141.05 mph,"7.3 kg/Hp, 136.7 Hp/tonne","6.3 kg/Nm, 158.3 Nm/tonne",Engine specs,190 Hp @ 6800 rpm.,80.7 Hp/l,220 Nm @ 4500 rpm.  162.26 lb.-ft. @ 4500 rpm.,"Front, Transverse",K24,2354 cm3 143.65 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1390 kg  3064.43 lbs.,1920 kg  4232.88 lbs.,530 kg  1168.45 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4665 mm  183.66 in.,1760 mm  69.29 in.,1445 mm  56.89 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/55 R16,16,1515 mm  59.65 in.,1510 mm  59.45 in.,10.5,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,Inline,Multi-point indirect injection,DOHC,,6,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,12.7 l/100 km  18.52 US mpg22.24 UK mpg7.87 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,,,459 l  16.21 cu. ft.,,,7.9 sec,7.9 sec,7.5 sec,,,,,,87 mm  3.43 in.,99 mm  3.9 in.,,,,,,,,,,,,,,,4.2-5.3 l  4.44 - 5.6 US qt | 3.7 - 4.66 UK qt,Log in to see.,,5.1-5.4 l  5.39 - 5.71 US qt | 4.49 - 4.75 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,Accord VII,2.4 i-VTEC 16V (190 Hp),2002 year,2007 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),227 km/h  141.05 mph,"7.3 kg/Hp, 136.7 Hp/tonne","6.3 kg/Nm, 158.3 Nm/tonne",Engine specs,190 Hp @ 6800 rpm.,80.7 Hp/l,220 Nm @ 4500 rpm.  162.26 lb.-ft. @ 4500 rpm.,"Front, Transverse",K24,2354 cm3 143.65 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1390 kg  3064.43 lbs.,1920 kg  4232.88 lbs.,530 kg  1168.45 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4665 mm  183.66 in.,1760 mm  69.29 in.,1445 mm  56.89 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/55 R16,16,1515 mm  59.65 in.,1510 mm  59.45 in.,10.5,9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,Inline,Multi-point indirect injection,DOHC,,6,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,13.7 l/100 km  17.17 US mpg20.62 UK mpg7.3 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,,,459 l  16.21 cu. ft.,,,7.9 sec,7.9 sec,7.5 sec,,,,,,87 mm  3.43 in.,99 mm  3.9 in.,,,,,,,,,,,,,,,4.2-5.3 l  4.44 - 5.6 US qt | 3.7 - 4.66 UK qt,Log in to see.,,5.1-5.4 l  5.39 - 5.71 US qt | 4.49 - 4.75 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,Accord VII,2.2 i-CTDi (140 Hp),2002 year,2007 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,210 km/h  130.49 mph,"10.5 kg/Hp, 95.2 Hp/tonne","4.3 kg/Nm, 231.3 Nm/tonne",Engine specs,140 Hp @ 4000 rpm.,63.5 Hp/l,340 Nm @ 2000 rpm.  250.77 lb.-ft. @ 2000 rpm.,"Front, Transverse",N22A1,2204 cm3 134.5 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1470 kg  3240.8 lbs.,,,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4665 mm  183.66 in.,1760 mm  69.29 in.,1445 mm  56.89 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/55 R16,16,1515 mm  59.65 in.,1510 mm  59.45 in.,16.7,5.4 l/100 km  43.56 US mpg52.31 UK mpg18.52 km/l,Inline,Diesel Commonrail,DOHC,,5,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,6.7 l/100 km  35.11 US mpg42.16 UK mpg14.93 km/l,4.6 l/100 km  51.13 US mpg61.41 UK mpg21.74 km/l,,,459 l  16.21 cu. ft.,,,9.4 sec,9.4 sec,8.9 sec,,,,,,85 mm  3.35 in.,97.1 mm  3.82 in.,,,,,,,,,,,,,,,5.9-6.5 l  6.23 - 6.87 US qt | 5.19 - 5.72 UK qt,Log in to see.,,6.8-8 l  7.19 - 8.45 US qt | 5.98 - 7.04 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,Accord VII,2.0 i-VTEC 16V Sport (155 Hp),2002 year,2007 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),217 km/h  134.84 mph,"8.5 kg/Hp, 117.4 Hp/tonne","6.9 kg/Nm, 143.9 Nm/tonne",Engine specs,155 Hp @ 6000 rpm.,77.6 Hp/l,190 Nm @ 4500 rpm.  140.14 lb.-ft. @ 4500 rpm.,"Front, Transverse",K20,1998 cm3 121.93 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1320 kg  2910.1 lbs.,1920 kg  4232.88 lbs.,600 kg  1322.77 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4665 mm  183.66 in.,1760 mm  69.29 in.,1445 mm  56.89 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/55 R16,16,1515 mm  59.65 in.,1510 mm  59.45 in.,9.8,7.7 l/100 km  30.55 US mpg36.69 UK mpg12.99 km/l,Inline,Multi-point indirect injection,DOHC,,5,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,,,459 l  16.21 cu. ft.,,,9.2 sec,9.2 sec,8.7 sec,,,,,,86 mm  3.39 in.,86 mm  3.39 in.,,,,,,,,,,,,,,,4.2-5.3 l  4.44 - 5.6 US qt | 3.7 - 4.66 UK qt,Log in to see.,,4.5 l  4.76 US qt | 3.96 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,Accord VII,2.0 i-VTEC 16V (155 Hp) Automatic,2002 year,2007 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),215 km/h  133.59 mph,"8.5 kg/Hp, 117.4 Hp/tonne","6.9 kg/Nm, 143.9 Nm/tonne",Engine specs,155 Hp @ 6000 rpm.,77.6 Hp/l,190 Nm @ 4500 rpm.  140.14 lb.-ft. @ 4500 rpm.,"Front, Transverse",K20,1998 cm3 121.93 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1320 kg  2910.1 lbs.,1920 kg  4232.88 lbs.,600 kg  1322.77 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4665 mm  183.66 in.,1760 mm  69.29 in.,1445 mm  56.89 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/65 R15,15,1515 mm  59.65 in.,1510 mm  59.45 in.,9.8,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,Inline,Multi-point indirect injection,DOHC,,,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,5,,,,11.6 l/100 km  20.28 US mpg24.35 UK mpg8.62 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,,,459 l  16.21 cu. ft.,,,10.5 sec,10.5 sec,10 sec,,,,,,86 mm  3.39 in.,86 mm  3.39 in.,,,,,,,,,,,,,,,4.2-5.3 l  4.44 - 5.6 US qt | 3.7 - 4.66 UK qt,Log in to see.,,4.4 l  4.65 US qt | 3.87 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,Accord VII,2.0 i-VTEC 16V (155 Hp),2002 year,2007 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),217 km/h  134.84 mph,"8.5 kg/Hp, 117.4 Hp/tonne","6.9 kg/Nm, 143.9 Nm/tonne",Engine specs,155 Hp @ 6000 rpm.,77.6 Hp/l,190 Nm @ 4500 rpm.  140.14 lb.-ft. @ 4500 rpm.,"Front, Transverse",K20,1998 cm3 121.93 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1320 kg  2910.1 lbs.,1920 kg  4232.88 lbs.,600 kg  1322.77 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4665 mm  183.66 in.,1760 mm  69.29 in.,1445 mm  56.89 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/65 R15,15,1515 mm  59.65 in.,1510 mm  59.45 in.,9.8,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,Inline,Multi-point indirect injection,DOHC,,5,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,10.3 l/100 km  22.84 US mpg27.43 UK mpg9.71 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,,,459 l  16.21 cu. ft.,,,8.9 sec,8.9 sec,8.5 sec,,,,,,86 mm  3.39 in.,86 mm  3.39 in.,,,,,,,,,,,,,,,4.2-5.3 l  4.44 - 5.6 US qt | 3.7 - 4.66 UK qt,Log in to see.,,4.5 l  4.76 US qt | 3.96 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,Accord VII Coupe,3.0i V6 24V (240 Hp),2002 year,2007 year,Internal Combustion engine,Coupe,5,2,Performance specs,Petrol (Gasoline),210 km/h  130.49 mph,"6.3 kg/Hp, 158.9 Hp/tonne","5.3 kg/Nm, 190.1 Nm/tonne",Engine specs,240 Hp @ 6250 rpm.,80.1 Hp/l,287 Nm @ 5000 rpm.  211.68 lb.-ft. @ 5000 rpm.,"Front, Transverse",J30A4,2997 cm3 182.89 cu. in.,6,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1510 kg  3328.98 lbs.,1950 kg  4299.01 lbs.,440 kg  970.03 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4765 mm  187.6 in.,1811 mm  71.3 in.,1415 mm  55.71 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/60 R16,16,1552 mm  61.1 in.,1555 mm  61.22 in.,10,,V-engine,Multi-point indirect injection,,,6,Spring Strut,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,11.2 l/100 km  21 US mpg25.22 UK mpg8.93 km/l,7.9 l/100 km  29.77 US mpg35.76 UK mpg12.66 km/l,,,363 l  12.82 cu. ft.,,,7.3 sec,7.3 sec,6.9 sec,,,,,,86 mm  3.39 in.,86 mm  3.39 in.,,,,,,,,,,,,,,,4.3 l  4.54 US qt | 3.78 UK qt,Log in to see.,,5.1 l  5.39 US qt | 4.49 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,Accord VII Coupe,2.4 i 16V (160 Hp),2002 year,2007 year,Internal Combustion engine,Coupe,5,2,Performance specs,Petrol (Gasoline),200 km/h  124.27 mph,"8.7 kg/Hp, 114.7 Hp/tonne","6.4 kg/Nm, 156.3 Nm/tonne",Engine specs,160 Hp @ 5500 rpm.,68 Hp/l,218 Nm @ 4500 rpm.  160.79 lb.-ft. @ 4500 rpm.,"Front, Transverse",K24,2354 cm3 143.65 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1395 kg  3075.45 lbs.,1850 kg  4078.55 lbs.,455 kg  1003.1 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4765 mm  187.6 in.,1811 mm  71.3 in.,1415 mm  55.71 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/65 R15,15,1552 mm  61.1 in.,1555 mm  61.22 in.,9.7,,Inline,Multi-point indirect injection,DOHC,,5,Spring Strut,Spring Strut,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,,,363 l  12.82 cu. ft.,,,9 sec,9 sec,8.6 sec,,,,,,87 mm  3.43 in.,99 mm  3.9 in.,,,,,,,,,,,,,,,4.2-5.3 l  4.44 - 5.6 US qt | 3.7 - 4.66 UK qt,Log in to see.,,5.4 l  5.71 US qt | 4.75 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,"Accord VI (CE,CF)",2.3 16V (154 Hp),2001 year,2002 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),207 km/h  128.62 mph,"9 kg/Hp, 111.6 Hp/tonne","6.7 kg/Nm, 149.3 Nm/tonne",Engine specs,154 Hp @ 5700 rpm.,68.3 Hp/l,206 Nm @ 4700 rpm.  151.94 lb.-ft. @ 4700 rpm.,"Front, Transverse",F23,2254 cm3 137.55 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1380 kg  3042.38 lbs.,1890 kg  4166.74 lbs.,510 kg  1124.36 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4595 mm  180.91 in.,1750 mm  68.9 in.,1430 mm  56.3 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,15,1495 mm  58.86 in.,1504 mm  59.21 in.,9.8,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,Inline,Multi-point indirect injection,OHC,,,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,11.9 l/100 km  19.77 US mpg23.74 UK mpg8.4 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,,,430 l  15.19 cu. ft.,,,10.1 sec,10.1 sec,9.6 sec,,,,,,86 mm  3.39 in.,97 mm  3.82 in.,,,,,,,,,,,,,,,4.3-5.6 l  4.54 - 5.92 US qt | 3.78 - 4.93 UK qt,Log in to see.,,5.4-7 l  5.71 - 7.4 US qt | 4.75 - 6.16 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,"Accord VI (CE,CF)",2.2 Type-R (212 Hp),1999 year,2002 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),228 km/h  141.67 mph,"6.3 kg/Hp, 157.6 Hp/tonne","6.3 kg/Nm, 159.9 Nm/tonne",Engine specs,212 Hp @ 7200 rpm.,98.3 Hp/l,215 Nm @ 6700 rpm.  158.58 lb.-ft. @ 6700 rpm.,"Front, Transverse",H22,2157 cm3 131.63 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1345 kg  2965.22 lbs.,1820 kg  4012.41 lbs.,475 kg  1047.2 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4595 mm  180.91 in.,1750 mm  68.9 in.,1430 mm  56.3 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,215/45 R17,17,1495 mm  58.86 in.,1504 mm  59.21 in.,11,,Inline,Multi-point indirect injection,DOHC,,5,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,12.9 l/100 km  18.23 US mpg21.9 UK mpg7.75 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,,,430 l  15.19 cu. ft.,,,7.2 sec,7.2 sec,6.8 sec,,,,,,87 mm  3.43 in.,90.7 mm  3.57 in.,,,,,,,,,,,,,,,4.8 l  5.07 US qt | 4.22 UK qt,Log in to see.,,6.9 l  7.29 US qt | 6.07 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,"Accord VI (CE,CF)",2.0 Turbo Di (105 Hp),1998 year,2002 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,185 km/h  114.95 mph,"11.8 kg/Hp, 85 Hp/tonne","5.9 kg/Nm, 170 Nm/tonne",Engine specs,105 Hp @ 4200 rpm.,52.7 Hp/l,210 Nm @ 2000 rpm.  154.89 lb.-ft. @ 2000 rpm.,"Front, Transverse",,1994 cm3 121.68 cu. in.,4,2,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1235 kg  2722.71 lbs.,1900 kg  4188.78 lbs.,665 kg  1466.07 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4595 mm  180.91 in.,1750 mm  68.9 in.,1430 mm  56.3 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,185/70 R14,14,1507 mm  59.33 in.,1515 mm  59.65 in.,19.5,,Inline,Diesel Commonrail,OHC,,5,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,,,430 l  15.19 cu. ft.,,,13 sec,13 sec,12.4 sec,,,,,,84.5 mm  3.33 in.,88.9 mm  3.5 in.,,,,,,,,,,,,,,,5.3 l  5.6 US qt | 4.66 UK qt,Log in to see.,,6 l  6.34 US qt | 5.28 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,"Accord VI (CE,CF)",2.0 16V (147 Hp) Automatic,1998 year,2002 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),200 km/h  124.27 mph,"9.3 kg/Hp, 107.7 Hp/tonne","7.4 kg/Nm, 134.8 Nm/tonne",Engine specs,147 Hp @ 6000 rpm.,73.6 Hp/l,184 Nm @ 4800 rpm.  135.71 lb.-ft. @ 4800 rpm.,"Front, Transverse",F20,1997 cm3 121.86 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1365 kg  3009.31 lbs.,1890 kg  4166.74 lbs.,525 kg  1157.43 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4595 mm  180.91 in.,1750 mm  68.9 in.,1430 mm  56.3 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,15,1495 mm  58.86 in.,1504 mm  59.21 in.,10,,Inline,Multi-point indirect injection,OHC,,,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,12.6 l/100 km  18.67 US mpg22.42 UK mpg7.94 km/l,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,,,430 l  15.19 cu. ft.,,,10.9 sec,10.9 sec,10.4 sec,,,,,,85 mm  3.35 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,4.3 l  4.54 US qt | 3.78 UK qt,Log in to see.,,5.8 l  6.13 US qt | 5.1 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,"Accord VI (CE,CF)",2.0 16V (147 Hp),1998 year,2002 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),210 km/h  130.49 mph,"9.3 kg/Hp, 107.7 Hp/tonne","7.4 kg/Nm, 134.8 Nm/tonne",Engine specs,147 Hp @ 6000 rpm.,73.6 Hp/l,184 Nm @ 4800 rpm.  135.71 lb.-ft. @ 4800 rpm.,"Front, Transverse",F20,1997 cm3 121.86 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1365 kg  3009.31 lbs.,1890 kg  4166.74 lbs.,525 kg  1157.43 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4595 mm  180.91 in.,1750 mm  68.9 in.,1430 mm  56.3 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,15,1495 mm  58.86 in.,1504 mm  59.21 in.,10,,Inline,Multi-point indirect injection,OHC,,5,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,,,,11.4 l/100 km  20.63 US mpg24.78 UK mpg8.77 km/l,6.9 l/100 km  34.09 US mpg40.94 UK mpg14.49 km/l,,,430 l  15.19 cu. ft.,,,9.9 sec,9.9 sec,9.4 sec,,,,,,85 mm  3.35 in.,88 mm  3.46 in.,,,,,,,,,,,,,,,4.3 l  4.54 US qt | 3.78 UK qt,Log in to see.,,5.8 l  6.13 US qt | 5.1 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Accord,"Accord VI (CE,CF)",1.8 16V (136 Hp) Automatic,1998 year,2002 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),195 km/h  121.17 mph,"10 kg/Hp, 100 Hp/tonne","7.8 kg/Nm, 128.7 Nm/tonne",Engine specs,136 Hp @ 6000 rpm.,73.5 Hp/l,175 Nm @ 4800 rpm.  129.07 lb.-ft. @ 4800 rpm.,"Front, Transverse",,1850 cm3 112.89 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1360 kg  2998.29 lbs.,1890 kg  4166.74 lbs.,530 kg  1168.45 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4595 mm  180.91 in.,1750 mm  68.9 in.,1430 mm  56.3 in.,2670 mm  105.12 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/60 R15,15,1495 mm  58.86 in.,1504 mm  59.21 in.,10,,Inline,Multi-point indirect injection,OHC,,,Double wishbone,Several levers and rods,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,4,,,,12.6 l/100 km  18.67 US mpg22.42 UK mpg7.94 km/l,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,,,430 l  15.19 cu. ft.,,,11.7 sec,11.7 sec,11.1 sec,,,,,,85 mm  3.35 in.,81.5 mm  3.21 in.,,,,,,,,,,,,,,,4.3 l  4.54 US qt | 3.78 UK qt,Log in to see.,,5.8 l  6.13 US qt | 5.1 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
